delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
2328353-70868-154091-52933-1630719-126895-1034304-54338,64631-20301-36948-40257-49579-23794-52841-44012,2324-20722-7032-4950-31055-7844-6003-11216,10458-1195-10706-1691-60648-2809-3001-955,35265-1588-4730-555-12413-4349-4486-3509,19953-3089-10021-1053-47335-2316-2809-4337,15137-2875-3151-844-18488-1169-1356-2826,15145-3000-2227-426-10437-645-948-3959,easy,yes
1083114-301251-264167-191462-95347-100476-553045-967544,285329-32136-56189-38370-19117-8591-422352-168887,81719-12285-9280-10400-2224-267-85866-48985,99773-10392-11744-789-1797-931-19445-15925,22071-9926-19104-3894-3054-1217-34671-92288,27475-8541-21520-1472-4108-2225-17908-26360,16053-8056-20261-1145-5714-1634-13087-18310,24494-3299-10070-869-1543-404-17002-11260,difficult,no
857875-192870-783995-192391-11087-208950-89244-47506,213902-17924-133948-89360-7751-40317-8570-23900,11299-884-22840-7133-4091-15278-2567-8501,48631-2630-9233-5581-2655-6272-2093-2913,15374-3851-10055-3548-657-2608-1534-3841,6685-3033-3416-3618-572-4341-934-2651,4154-2804-1760-3622-456-1031-660-1860,2223-2384-1188-2083-260-889-682-3068,easy,yes
1783110-78273-717057-320613-8563-463550-20244-426956,94563-13266-43155-43852-8746-86615-11514-70720,39832-967-13453-11848-4973-53648-3743-12006,14471-5706-36715-4002-7291-12671-4658-8332,8604-7096-32767-4394-7231-6269-1459-7057,9157-6560-46367-4217-16789-6977-3839-21838,3462-1507-46253-1747-8005-4793-1359-9228,3977-2778-7711-1371-14105-2258-1631-6837,difficult,yes
396061-90040-118917-15507-170744-25913-316251-14093,118000-18089-17187-5362-77095-17368-50168-14828,8518-6576-5151-6116-3403-2284-10579-4081,1288-4858-4806-2554-3142-3007-6326-2540,5569-5113-9222-3730-459-2578-4970-4305,8516-3215-9211-3957-1006-3508-8100-14184,2396-3063-1827-1590-772-2629-2506-2525,1676-1548-1377-1543-574-2110-4032-2003,easy,yes
123158-163588-123290-86400-275493-351689-183511-379007,30883-203813-38813-160897-45262-18159-148410-27763,7951-17521-7807-35298-7848-2615-24465-4880,640-7574-7285-5622-3680-1519-11419-7090,2088-9054-4534-7754-3242-1678-17260-10934,5806-10112-2844-6972-3195-3523-24536-10513,2788-1961-3275-3179-1344-665-11443-10660,1086-2710-1505-2088-448-460-4041-6634,difficult,yes
474600-2532422-571316-3308019-1456910-971016-117691-2406168,82941-403490-111341-589561-433844-394099-2640-995664,8037-39380-20892-54336-14945-139576-1013-264463,4740-60364-17252-37271-61246-28902-2335-239185,9197-35433-7278-5733-37274-19181-1427-37781,3395-59867-3278-36421-68556-75736-2298-117998,12628-28704-9895-10069-25796-33050-795-62202,7817-32257-6146-32492-19446-24574-245-44107,easy,yes
47840-753196-308624-59293-16834-40088-474944-1190774,6870-129611-10692-21156-4801-14464-59476-158292,115-88187-5448-1891-1145-16216-6002-9761,4586-16104-835-2858-4844-2345-10115-37865,1612-13609-2166-3673-8887-4625-37244-16516,1947-34448-2375-2907-9115-4812-17409-29796,1655-13111-1676-1097-12500-3250-8006-10589,1310-4875-449-1390-2108-3083-6419-12263,difficult,yes
560978-2100030-409766-898083-212316-103101-894859-303345,85545-43104-45531-94909-34392-95693-41172-34376,26212-9987-21235-16634-4344-3726-1635-489,16817-41041-16595-7716-3524-10500-4571-4290,11101-7030-7045-5750-5660-13898-9638-3902,15132-25528-4484-4383-2964-3776-2137-1244,5048-8385-1117-2087-541-3884-2463-802,5754-4097-1357-2088-657-1777-3343-546,easy,yes
742386-77313-192312-733552-95698-322214-673158-172966,163837-172306-110171-95141-11204-92304-143665-172681,18140-35110-13305-16326-1843-10221-30427-13792,18120-29592-4594-9180-9767-7365-5168-21219,4002-12967-5521-5550-2096-14687-12307-16376,10626-22928-10009-8767-4152-5603-23594-14674,7238-46866-7142-2822-5119-2454-8370-9609,6521-12552-2174-4018-5128-2532-13860-16046,difficult,no
302344-2460887-216452-45395-112193-487666-62736-41044,18315-84272-210386-11434-13518-219037-6962-7034,1756-62494-82192-2330-7031-23202-2333-2669,3129-46293-14063-2746-1461-26777-3354-2916,7290-29350-6312-506-2320-19485-591-6267,1935-18662-20086-992-2215-33306-2634-2756,1346-12651-10738-646-517-6057-593-2379,525-8346-6518-329-497-5981-1376-2302,easy,yes
85988-359685-930071-1188199-54134-1444002-32486-1521852,8033-97991-116907-160283-45845-93305-74707-171746,578-11460-46675-10783-19591-28207-37106-3778,1060-18348-5612-39512-8926-5897-15898-4898,2482-11340-4957-12588-3012-12014-6549-13761,1204-7412-11217-9060-9600-9876-9026-12014,942-5150-6426-4301-6111-6482-4036-14300,1059-8054-3518-5302-5351-3307-2077-5697,difficult,no
1585665-822214-183677-1771116-856634-1003917-80821-993688,19923-261311-24620-118162-107822-224363-27661-188773,11433-29954-836-16004-28010-55516-8680-21275,7623-12459-1054-25654-7501-41868-3865-8481,4452-30758-1049-22465-8117-17775-5722-8743,10157-11377-1387-17936-3221-23421-2734-18402,13025-5146-703-8539-4206-6855-2361-3294,3635-3382-812-5196-2997-3778-395-1406,easy,yes
1805889-591631-673858-258977-718535-421297-1251601-1632950,76004-140388-17624-41725-278017-32174-184099-208062,119927-28568-6376-3506-29993-10874-72606-130692,6913-49005-3698-892-11026-4793-30830-41628,13626-16695-3124-1068-9210-4674-9447-27344,36033-25981-2063-2813-8772-3675-20581-19934,25104-33310-1338-2636-16737-6065-28002-19603,8916-10394-735-1430-10054-1238-16379-15253,difficult,no
201600-29400-383961-578019-44979-155986-1355134-82339,23205-12530-52903-84545-9900-118541-240616-72919,5409-2361-5334-7336-11436-10302-14328-31267,8710-13518-5355-5913-9109-2869-50746-28456,4492-3874-4892-6412-4841-4394-12985-26819,2393-11635-2694-3274-4331-5689-20507-46499,1007-4279-2647-1309-1800-2122-14813-14841,649-3509-1933-479-2001-1610-6694-9785,easy,yes
1807218-1415780-1965707-1496354-611477-321995-1250173-1479857,160807-71646-302423-135497-273904-155132-37218-78444,68254-61925-303726-113987-53968-36086-15927-10167,215119-93762-243169-25345-15803-19955-2445-49952,111401-18857-177934-15360-19224-13271-5334-71385,118918-56188-82466-25738-27590-15034-5209-20829,61695-18113-122313-39820-25501-19471-3719-22594,42009-29261-31774-12620-6877-5613-3777-4310,difficult,no
547674-1942905-954728-299020-45889-89887-55860-96909,105127-208114-177064-66487-7331-102938-36254-37725,37135-58395-111024-18213-6371-12847-12322-8998,21177-47205-26159-7174-3297-3521-2533-4417,16157-66754-32749-14319-4626-3217-3316-7686,20976-25651-24925-3321-4931-4248-5109-3876,22901-27531-20093-1522-3185-3203-2443-3336,3063-13445-21495-1091-2598-2748-2209-2101,easy,yes
1152564-1387164-1376126-84040-132406-85814-177056-3835,53255-167354-48469-13244-11783-15621-41722-2877,3570-22222-25064-15668-4113-1942-2735-2323,7313-15925-52573-2165-4517-2114-3244-2189,5889-8688-10932-3744-1927-1318-3024-6596,2330-12477-5014-2797-2197-2109-5043-5708,1360-7800-3448-974-3355-2758-2153-1820,827-3957-2020-1578-2119-1667-2416-1632,difficult,no
788897-25003-149435-772398-82533-17496-65263-120149,16958-46176-13159-228173-35386-16983-35805-10921,26637-3831-3256-51408-3063-5044-17668-2212,9358-15825-3448-60046-2437-5148-12006-1648,6605-17335-3412-15094-9338-2530-3343-1152,4359-19997-4512-10688-5922-1456-6163-608,2636-7530-3200-12742-1043-1538-1891-225,1342-5979-1077-7812-1992-1535-1687-295,easy,yes
573945-15334-405725-360977-50716-14954-88528-50538,172759-3956-44812-98348-17779-25123-19521-31171,15925-2155-16714-13671-2512-2569-976-19217,13710-2280-15229-6261-7356-1730-1883-10372,25996-4673-6641-5040-1948-1581-1038-8003,13622-6939-22929-24950-4147-898-809-3311,18992-1843-9275-10117-1389-475-607-3214,6854-2296-5092-4846-1924-125-248-1906,difficult,no
359580-1650540-236128-760699-610636-178581-97477-451527,75193-48472-75033-228232-61222-199816-3449-52475,20858-7834-1454-9451-5092-10516-1457-8501,3436-63881-3157-14848-13561-9524-312-33935,3842-13278-7497-51694-7949-5026-733-3620,8406-19764-6811-22726-4366-4720-978-4631,1460-26792-6344-21102-4930-4672-414-10148,4331-12159-4498-11245-3255-1868-569-1200,easy,yes
765467-36713-73834-59675-17149-250125-115007-629876,264413-17688-49424-54474-7833-22462-40781-35432,3423-2571-5113-20540-1064-4051-44252-11199,23490-1761-5791-8509-1723-3596-5269-6441,28896-2236-4148-2320-3074-1498-13559-4312,41799-4102-4512-1590-3765-2122-5085-3617,21103-1006-3388-2454-2857-1060-2628-1288,9048-2438-1435-3795-673-326-866-1588,difficult,yes
2866312-1885751-498132-718940-380648-121008-1405092-63221,512816-78286-17697-399932-27398-12413-230763-17360,56743-16740-14208-143924-13803-21073-34396-16887,65865-31265-15972-12187-5539-4762-9622-2747,22054-32187-10677-16889-4366-5295-10392-2175,38570-16826-4002-21201-1659-2030-6903-2580,13663-14747-887-16330-1157-3515-3055-852,9513-9424-1776-14979-536-1836-3814-477,easy,no
139882-95493-96271-246111-314970-154549-705848-801454,57698-27583-15401-141233-122343-54392-42480-204506,360-5465-4793-27983-22350-17353-25026-10204,6168-5293-4004-3653-25505-3411-4762-18431,8361-3003-1801-11342-2701-6619-25551-8404,3614-6454-2244-6810-22770-6403-13542-8351,5225-2028-764-2526-7593-4198-13357-6757,3927-1678-692-2053-15946-2186-8333-3910,difficult,no
824995-469930-440701-185352-149927-1847111-252256-773613,738170-78762-79948-79193-2747-272370-122590-102547,130563-16449-29546-2838-443-50454-6459-47805,41170-72296-9144-3892-1450-30229-8733-75643,46151-4417-8851-5517-497-22700-4962-71549,19720-11198-9156-6114-590-38372-8154-18504,13311-3309-5267-6500-749-17635-2621-9576,13831-10514-6795-3528-454-5325-3332-13097,easy,yes
132576-52429-67892-14835-118617-31378-119885-428938,5220-13610-55781-7108-65560-62728-59726-15615,4221-2456-14102-1655-6836-1823-4263-4273,1770-1374-2470-2302-7353-3607-2787-8684,510-5261-5300-2128-3518-2098-17551-8511,664-2000-8252-5268-5739-6577-3179-9794,525-1091-4303-3522-2701-4897-3651-3999,431-1261-4210-2726-1578-2915-3148-8666,difficult,yes
2235311-64528-764424-1817773-162971-772336-970893-321775,825892-28015-112592-245154-133580-163046-280522-3555,122906-12303-20045-22455-17127-4520-31587-1109,43607-4611-4608-10415-15252-4202-18163-660,26288-1891-6463-24928-24009-18902-25840-889,36422-1717-5974-30471-17475-26607-21047-1719,8314-1966-2705-7613-9084-14084-15227-527,18092-683-2484-25483-16850-11923-9824-496,easy,yes
192777-620251-1697489-638577-862035-112295-124858-896872,3441-83242-283753-297893-382956-88986-16238-124058,1577-107481-11806-102878-50781-5317-1387-13486,659-20174-17053-29039-53962-4262-1154-19924,4235-25372-19551-12691-38232-2573-3696-8496,4164-19886-17551-13722-24087-2958-5403-24787,4584-28511-9995-38927-9279-1809-3984-9365,2535-10657-25653-14334-12817-970-2139-9159,difficult,yes
1189535-974052-1391449-901282-34410-302193-308414-802109,777222-276436-68230-977560-7806-133561-7989-259334,62962-96858-24465-323659-10162-59352-7953-65110,48092-69118-8622-44345-6986-14553-1773-2733,39193-6170-19426-32097-2203-26488-3718-7740,61895-45169-9017-61847-1283-5926-3128-10449,30629-30137-7234-23598-1242-4839-510-5978,49780-15996-13820-24073-993-2807-1474-3496,easy,yes
142092-945188-346374-244098-103994-270546-257876-1384602,15642-325463-168266-163717-54568-72991-22246-163169,3507-18408-22701-10571-1184-16611-10260-8256,1615-29671-4165-7921-6632-11117-11050-3349,649-34906-14665-7673-4728-3065-7525-4347,618-32171-6568-6537-20940-14307-3123-9836,707-11853-3454-4054-19835-4584-682-1281,490-13427-6387-2753-3848-2459-919-1978,difficult,yes
106669-1797667-317042-1751675-42162-19756-176622-165628,24325-74247-11510-958273-21026-10519-95809-35685,7971-84861-3027-221448-4708-1314-4404-17832,2998-17498-3024-16169-3727-2545-1964-5834,2579-15856-1328-14805-3988-1898-4301-3756,1728-14589-1025-24333-6967-9058-7314-4410,1469-6564-800-14522-2458-1095-3631-2607,860-2503-371-9873-1371-1696-1374-1143,easy,yes
890529-27577-132040-158913-293566-1095094-136299-85166,87657-12421-32781-265122-12459-58248-10962-10455,23125-5738-3469-16324-2284-35256-8423-9290,6217-6156-1720-5987-2703-11737-2647-1282,13874-2503-484-17900-2236-9992-4177-7972,12844-3460-2604-22679-4006-11289-819-7997,4006-4664-484-18720-1997-9029-1154-2654,2465-1498-538-10574-2431-4654-998-3264,difficult,yes
144558-698516-952033-156145-466482-940123-964241-414285,184501-666034-410072-31103-115668-135433-157273-14551,35086-36377-23243-11506-23406-44559-56593-433,12223-31847-25038-6308-9891-57090-69126-2684,13276-14723-17088-5372-6896-45363-8477-2388,18531-41167-21082-6138-8401-37772-16270-2859,3266-14365-4196-11136-2892-26250-6464-1161,3736-11283-2556-2595-3505-13521-3706-1565,easy,yes
45759-10902-196465-279703-55953-2324730-450839-733300,46476-7075-19565-39809-65715-871812-25839-79617,22334-11326-1179-20360-1515-184036-3630-23166,55452-6660-7822-9407-1658-27223-2647-19694,35460-9968-1822-2213-1617-98774-2348-10720,10052-16236-2605-3586-1512-51973-1816-6301,9735-7193-1840-5711-1334-18415-1159-3960,5390-2173-4698-2242-513-24554-314-1498,difficult,yes
2669732-909290-815136-388109-1286762-294240-1335108-908381,392662-239499-219615-805869-248613-15968-417852-271834,51355-75305-18069-32650-31329-3166-153753-37031,179772-21394-79375-10681-71549-3663-7523-21578,30302-37520-17801-4128-4410-1403-26686-17611,50121-22837-13214-6069-9512-688-34546-8944,6501-10571-19981-2947-3392-892-10089-3781,9288-8941-22925-10041-3115-241-5243-2041,easy,yes
489766-87971-169102-150562-230804-1329242-65233-252734,103100-66261-77227-12141-7955-380517-13088-197556,43371-4353-6123-4110-783-94480-5330-26237,13079-18696-6133-2014-315-69377-4639-22974,5846-2977-3701-1166-1076-57348-5459-23004,6934-4689-5970-925-628-15617-7866-15417,5024-4977-5820-544-169-4268-1911-7413,1961-885-2973-445-501-6772-2009-4348,difficult,no
10484-99309-352831-124989-1798127-1062415-390859-234236,6204-27398-90490-22965-81419-288591-91962-17178,435-8374-13372-11450-59811-73652-39894-7438,2107-2524-15528-4516-10293-19436-13256-16021,5602-4277-17152-3770-5081-9381-17491-5938,5477-4831-13491-1474-6912-5569-10911-9680,3786-3616-2999-1857-8860-3747-7208-3454,2345-1339-8668-919-3076-7137-6592-5367,easy,yes
715231-62974-119685-793177-189823-84257-116549-48740,83703-60910-147381-586619-92178-28237-57617-19540,21571-11097-16160-21128-19943-11564-10969-12110,11999-3360-14080-9930-2801-7028-2189-4325,5866-4799-3389-20735-7417-3787-2480-2318,4988-4896-4378-14621-2188-3682-6828-2929,5941-2261-1085-13567-2533-2644-3188-2195,1662-2071-1660-3338-2181-898-882-1202,difficult,yes
2445286-1254374-135457-227183-707515-1003241-665418-304066,136927-8713-52039-26575-547174-77654-25034-39725,12642-2926-16605-15714-177756-5504-15148-5353,79737-1745-13750-14818-139072-25575-46219-7509,19073-4577-5628-1610-94152-13828-8297-3592,9289-3543-4067-3014-118158-6810-35290-3413,26676-5776-4081-8098-60359-12766-13110-2200,4996-2138-1634-2115-17962-11653-7546-1559,easy,yes
89930-145420-626166-659852-112633-39060-2643836-427888,28582-61212-176704-426700-58343-18858-258080-105289,20741-10101-89571-80977-10823-680-87276-7029,1717-10158-7096-24303-561-832-23070-12543,2529-8598-24190-30935-1593-1365-12548-2621,4435-6136-54744-19498-2127-1454-14831-6191,3172-8179-30588-8138-3004-1088-12537-1411,3144-3723-18846-11188-1743-567-9547-1801,difficult,no
