delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
34356-1251560-807095-112328-133235-361872-184737-631023,16195-63769-140192-252764-538159-142851-137812-80436,4883-8816-47232-26111-32638-41207-3596-14700,7325-30321-10468-58994-11933-50012-5008-21762,1956-6837-2354-90101-7469-23632-13180-15474,6577-12523-4710-16187-9389-17170-3422-15105,4778-9844-2099-8697-9688-6541-2118-7307,3067-7998-1144-25033-5871-3372-2800-5700,difficult,yes
316587-1311416-20238-403622-122010-344374-464194-191862,256466-69652-25363-49006-8724-106869-83161-58839,14734-59941-4449-5632-9151-34569-46679-18982,38561-80050-1530-20114-1454-9280-14249-19164,24805-36541-2010-14416-5704-12056-48004-29664,6345-35464-1359-5835-2086-4305-27567-12432,20048-6550-500-2323-1138-1917-9118-2678,5398-11590-285-852-614-1501-6747-2604,difficult,yes
62614-571896-288274-437237-378274-107150-1273674-289215,31205-98703-12559-51242-72792-91492-284636-67314,1975-36303-12963-25021-6966-5071-33439-9901,5060-28218-1160-6634-9313-10236-12951-10267,2039-8650-1880-7869-4350-19240-27401-5270,2656-10200-2066-5022-16027-6177-42603-8856,1417-7855-2266-1723-4189-1204-21517-4783,1025-2017-746-536-4011-777-6934-2488,difficult,yes
1027702-595911-101255-59283-399387-121096-225889-462987,117324-28477-11661-25622-22781-19163-41836-17697,6483-9046-6507-4287-19942-30498-4899-4905,2815-6079-2051-623-13866-12065-2811-4659,4131-12066-3954-1244-6376-18657-2246-3420,6206-3142-2627-1396-17170-13189-2967-1211,4714-2346-2032-660-2604-2929-652-828,1579-1175-1211-194-4233-3515-715-306,difficult,yes
1072384-236924-787255-116082-475209-45980-279396-80306,25215-69497-124198-61760-103230-27122-27302-49584,17757-35198-21544-58440-2190-4652-14329-4468,19994-98019-30141-19027-17787-14469-4273-3031,4643-37798-11201-13486-6076-8510-18124-3140,21563-19164-12718-8419-7968-8728-5140-2763,16603-20962-4965-20297-6584-5800-3028-1196,4996-15318-11987-6650-5267-4907-1069-959,easy,no
443515-851953-1283940-928860-102520-653457-83124-319550,298614-92208-104847-209310-23379-305786-22911-137315,5572-32951-108974-8300-8253-54901-4912-22989,12772-20906-71009-51267-1631-14651-2969-10333,6222-11908-73456-8484-4542-8116-4411-9485,15486-8362-57794-17624-1466-26718-6090-10302,10713-2842-21236-8331-432-4509-3884-815,3285-2104-24840-1696-741-1897-4810-1014,easy,yes
325998-162483-157142-1126304-849823-2000226-343262-818041,46741-24058-54771-708519-318184-890200-110849-68430,9667-555-3990-74559-30976-163002-1272-6244,2866-1996-6326-137036-56218-119718-3578-3447,5257-2643-5336-41587-9625-24450-5328-6839,9454-1107-5684-41210-26764-38883-7882-2999,1842-221-2702-64460-42561-45600-12238-965,2462-257-1856-103050-9911-32702-3040-1236,easy,yes
1346104-586990-192245-466004-1022447-1317278-2332207-182127,59156-518439-217636-41969-23995-313775-830105-27229,40765-241028-40635-20465-41139-103707-70883-8129,49674-125415-23837-5469-29475-92626-153047-4594,14096-55736-6190-4770-25610-48479-78636-2804,40874-58815-15235-5903-15401-22501-79695-4001,19414-61731-5166-4535-10325-69519-138526-2060,12696-22793-9947-2266-11976-20301-67707-2607,easy,yes
1576879-135466-206360-1160681-95388-411891-98691-1021189,259021-19418-103572-43598-35977-167967-26353-195602,29206-9743-46747-5788-9391-41063-4572-19729,40576-36626-10018-12226-2223-15959-1092-35429,32376-7009-10156-20326-4462-21606-1956-23751,25112-3466-4636-9088-5102-18521-780-37995,10343-3158-2683-11780-2206-10888-425-8946,21843-1127-1047-4637-793-6805-368-12226,easy,yes
195226-48957-289796-742932-582581-151387-315147-144559,29387-10047-84439-16414-19827-40781-80240-26614,36921-2964-8068-8377-2725-11920-10698-12943,1079-10563-8085-21200-2709-9669-23302-9953,4177-6057-4971-2513-1801-5670-3903-9462,4771-4786-7436-2207-2325-4655-4837-5365,7027-5671-3015-988-1688-1837-4431-7006,4135-1962-1180-1024-851-913-2931-8114,easy,yes
537393-1483223-1250852-76758-181023-101817-296344-671017,60014-78300-288955-8589-19498-41914-1036981-100588,11453-18327-52985-683-3693-5071-56906-35565,11713-18753-93624-1935-2542-4544-8988-21284,8679-60818-9835-2271-2113-6564-28322-45913,6174-17527-23306-1533-4279-5512-44774-39441,7593-13918-10424-863-2351-1890-7465-6214,3575-9054-11074-717-1752-3661-4897-5484,difficult,yes
1515136-912465-612184-281805-116755-232705-823554-595591,92754-81408-77840-32462-45849-50388-70793-34033,37295-5352-12274-15805-10292-20272-15980-8886,6002-9982-3374-4033-28951-10624-8520-4829,21024-4687-6260-3471-15306-25996-14700-5838,20169-2379-2869-2978-6481-6230-6137-3516,11928-814-2850-2785-3451-1295-2682-3077,10974-1488-1909-798-4850-965-1287-4550,easy,yes
633352-153882-824671-906612-47117-46486-227903-822742,37403-38913-180408-22378-8863-33222-42182-162781,16063-1161-59700-7906-4076-4307-16728-57250,4934-1389-35249-4172-591-4032-4728-129425,1816-1818-35744-6505-2059-847-5235-64049,5681-1543-26815-4785-1539-3081-3333-45796,1837-1105-25529-3432-970-909-793-12416,1664-1125-8653-1378-718-791-217-20526,difficult,no
