delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
516594-499173-1398426-646446-686315-510400-25432-307145,105058-761610-105071-110520-20780-117360-30669-64315,31049-13945-14231-4004-15691-22587-13347-11648,15998-23308-31663-1879-13859-25792-8610-6272,8180-24138-19226-3716-7026-8269-38357-2415,9573-51229-58624-8677-13445-22451-33592-20614,22871-172021-46840-11278-17805-12458-31995-5827,10914-13136-15873-4645-3770-17546-21798-2569,easy,yes
559489-1881075-769880-68027-53813-212900-228072-59238,27684-25448-47560-18855-26513-55041-13354-12431,3117-19503-8338-2609-8783-20841-1447-2837,3340-20049-10171-798-2393-19663-6146-845,10908-10680-4585-6136-12796-7366-4626-2065,5941-15492-11079-2043-6480-38237-6336-1379,9242-19488-9019-1521-13568-16622-3925-927,7718-10357-4533-1597-4745-20244-1457-386,difficult,no
106244-1560067-185370-2296125-747785-512457-585001-175035,13903-289553-5886-707031-112885-62430-30705-18806,5208-121475-1159-35228-31259-14429-6264-3343,5631-143756-662-19070-18517-30808-4052-14227,712-77905-828-33821-46833-30291-3191-4357,1118-28317-1319-25045-87791-17794-1542-6726,2190-55409-1311-25570-13451-6582-1216-12361,288-21127-1024-13705-11716-3854-1377-5613,easy,yes
659637-1645972-203662-36102-581386-720827-96466-63816,49373-64874-97170-57460-40809-149509-94297-15056,5808-49342-5254-21564-3137-77004-11823-4293,2602-9727-16363-11420-13828-22073-7769-4636,9933-11745-11705-3136-1548-18724-5873-4388,8423-66963-28033-8654-6861-34054-5720-1182,9902-38256-65497-5334-2079-13155-3141-2499,9486-21563-16721-14138-2489-10431-3081-2056,easy,yes
535228-841949-141334-118325-410429-110395-643520-205512,167276-29145-12915-28267-30811-10210-100278-919673,12385-4517-8840-5720-15643-2423-7332-32871,9487-5554-2044-9547-12874-1503-10303-26450,15214-5587-6586-12363-14952-2743-6600-60220,57805-10723-16053-6293-42691-11308-4088-32822,21678-5355-5158-5825-15854-6200-5767-48280,34383-7074-3883-5030-28255-6997-4302-28615,difficult,no
195693-1292400-103210-256931-318652-19142-5103-94367,84019-150771-51613-13698-82082-10647-4281-45946,1347-17891-3515-2053-7846-9126-194-8122,6571-10447-6433-4658-2840-7734-5275-3088,3222-8512-4695-1487-3169-3696-6653-5062,2644-36198-14688-7609-5774-5982-8927-3922,7279-7497-13507-6818-13551-4395-4237-5546,1756-4120-6932-6173-3988-6678-3011-3499,easy,no
53937-149016-138081-801500-1748048-934784-8019-9967,149837-8302-63288-197428-357360-61135-8122-11994,18835-1294-25406-41243-29701-7645-22163-13843,18207-1924-8478-82057-28054-35202-7340-8961,37315-2634-7992-45584-64443-24277-10912-25829,20252-3967-17006-42433-83264-74694-32766-30394,25428-2784-22207-77119-18044-20114-21494-31204,30544-1701-6061-11414-35031-15426-21584-16621,easy,yes
103784-63961-1512031-532189-293496-124266-54488-907993,48769-17870-158277-271806-128460-14623-4534-28110,868-11201-24515-20801-4957-67805-628-2844,3132-6272-27589-52975-1592-10987-3057-6061,688-16283-9014-81849-5496-18624-1213-10027,1911-46275-35617-54210-5091-37619-3332-6601,1585-51016-45731-26175-5849-29018-755-5406,1259-20308-26180-38957-4709-12597-1089-2645,easy,yes
332291-40666-8807-145999-17781-59332-383682-1024391,59026-3342-17391-90287-6973-56905-52296-373875,10213-3121-6023-44108-1449-75100-57788-105328,5368-4164-23590-7599-7092-15601-9349-25614,5044-2622-10295-7411-1384-7659-40791-17181,5373-3159-9928-8068-2476-5962-14074-22615,4627-4376-10036-4624-2611-3675-12681-13300,4080-1115-5858-1800-1726-3728-3059-13897,easy,no
22524-67364-88327-694167-132912-16182-114945-796344,16420-19528-35229-58388-32225-5794-64834-34629,14128-8009-7330-2828-11403-3168-3125-10882,7476-7382-3195-3732-8027-5053-31599-7793,9086-3095-10018-6183-5488-3984-41038-14390,21048-3504-7864-7565-13828-11943-28102-2971,33481-1768-7866-5891-4561-3388-43092-6709,11383-940-3971-7635-4387-2644-15738-7536,easy,yes
664101-43893-300662-3033-158048-34366-1884572-144829,60191-12915-77955-1427-20684-43133-34446-105575,589-35511-17627-434-1591-12556-12559-15155,8739-10169-4423-2044-32141-9239-8528-5881,4030-11753-11065-4213-4044-3340-4782-1765,6749-88668-27723-10295-12754-10274-8374-6687,3989-19567-6402-4858-3711-2601-5743-4268,3143-5125-6200-1910-2954-4980-4523-1889,easy,no
733252-113306-39846-315784-82550-154146-127468-1484075,179576-76420-9216-71418-53312-5465-110022-246288,30907-5859-8753-15111-17568-4231-3019-59855,27596-3476-5790-15006-29219-9627-8410-16713,6811-1991-4494-8140-15723-11049-5871-10253,12068-5003-9465-3780-13068-13126-3002-22193,4381-2652-1413-2588-13666-6219-3398-7271,4225-2433-3017-1402-5058-6416-1938-13720,easy,yes
1833511-350951-1021929-122435-1591715-1258670-26136-82001,110736-137916-73101-13777-347442-42591-16962-19196,50240-15638-17980-7680-18481-19976-2865-498,20846-14715-12012-3064-10437-25831-4274-1013,22256-18461-2746-3878-33605-13732-2568-1417,69566-36234-43292-520-14769-15804-1947-603,25121-51439-44857-1033-16277-3949-986-525,47434-34821-27870-206-2451-6733-2032-92,easy,yes
628719-137134-1463861-529774-1310756-53297-856453-122084,1207753-75918-144982-171515-97836-20017-20262-60888,222713-38998-33319-6021-50994-3476-15618-11671,44891-11886-27799-9545-43998-7934-8030-15162,43995-6960-37795-19134-48464-4597-6678-13101,93421-36650-27746-30374-62237-6017-4615-23526,56574-36343-46700-13323-15376-5064-6147-11476,40835-19786-25169-6682-20487-4627-2586-3489,difficult,yes
943437-159846-559086-675579-814641-1895641-407469-812329,759379-27898-16296-56563-284674-121380-281063-16182,55142-1200-6378-12947-16416-8751-50578-7059,11728-3322-2082-4957-14033-30381-48683-5517,69089-3711-2156-31502-11259-6157-31784-3314,58086-4979-5208-22834-28789-20471-50268-3184,24573-2245-7082-7262-14543-8040-33731-3669,17769-3996-3342-6600-7008-9479-17299-733,easy,no
827697-2363723-904401-164419-367072-296178-813711-481177,331476-142438-47396-51392-19182-11839-35932-28076,116032-83035-12604-22079-9453-1939-4317-22757,60297-157628-14142-9743-7836-6722-14116-11010,57172-46706-9467-6467-7802-3547-4664-14361,62517-73316-7019-4531-8616-2139-5294-11501,14166-29968-3827-2942-3471-605-2122-3264,17423-18507-1936-3251-1881-229-1384-2594,difficult,yes
298839-878962-729803-1080658-133799-635673-231414-362128,48220-195293-118822-176113-32463-193991-70707-38721,2540-25792-14198-14936-983-23052-15499-32699,1629-17738-4992-46828-3794-43946-1941-16010,1555-53278-4311-34206-1348-26759-6722-4690,2215-54107-47216-51023-3758-35916-9883-7573,1355-24274-12011-7436-1437-23438-4806-8881,496-16914-1766-7087-868-10555-2162-3715,easy,yes
