174932-663374-126383-20734-159739-414694-11899-303636,27672-77147-5608-11399-72893-79835-5430-134372,7548-36434-14588-2223-6328-1843-1459-59709,4673-9494-48725-1293-5854-6815-2728-8024,12905-8514-19716-1770-8282-4571-4781-20275,11877-10901-15213-1844-21490-9294-5156-20742,6534-10797-6155-1330-3913-5062-1991-4447,4197-1373-10381-958-3420-5200-3304-4770,easy,yes
624673-2977069-613024-98759-951-58016-1058266-46755,205305-293516-44099-24221-2322-37976-48881-9046,33969-43921-9779-9402-3857-8792-14986-2468,24132-67255-1395-4269-1491-9886-20266-2951,32214-28964-9654-3758-2009-4611-7523-3666,21592-54126-7302-5603-4632-7999-8793-6742,24398-27521-4015-2234-4196-10999-3681-2709,23831-9061-1957-4183-5766-3868-6439-2034,easy,yes
69081-16903-7699-752509-8421-378282-88025-14942,6208-23430-14177-26520-7033-10897-12117-1578,812-6423-1255-1831-1960-16779-426-1686,1868-10713-6212-5943-896-9195-851-2008,4528-21390-21616-2884-2147-10308-1451-1621,2982-19089-23456-5180-10785-10825-813-2871,1469-6851-10034-3299-2711-17073-635-1574,3686-7376-16463-1928-2665-11864-643-1434,easy,yes
200602-309346-270314-197964-139020-17269-32132-616833,136447-109243-73888-11046-7067-21278-23184-5674,12470-6786-13506-23480-3851-2198-1865-4987,10819-15680-3330-6322-639-4437-1221-5259,9104-17650-2315-1897-2844-4411-4144-2878,4025-14719-4052-6396-15866-11548-8312-8905,6684-11918-2206-4400-2110-897-3314-4385,1642-10240-3343-2588-3407-5488-3505-740,difficult,no
33155-168316-5537-102136-1812881-106236-73803-272350,18296-27515-6034-25604-280926-7788-8227-9886,5283-16781-26086-5214-88872-2140-2085-5278,1512-1590-17998-1698-33793-330-2158-491,2264-2232-17918-1700-29782-1063-2081-1315,6383-5785-94895-760-34981-10468-1384-2662,10682-2287-22817-1213-17750-1602-734-745,5420-1447-12226-1660-19510-5348-473-1955,easy,yes
357223-86025-117704-187810-78478-1886031-84813-1273206,27283-13073-14894-42759-75454-551228-4403-60579,10610-4041-9147-5421-21628-106113-20489-105706,35528-4044-5512-926-14690-33347-2892-80897,20436-12592-2214-5565-7862-24238-30941-18164,33038-5749-3306-8739-6885-25285-40633-21294,8904-4981-1847-6656-6224-17138-13515-14646,30637-7421-2221-2826-6221-30211-19169-19078,easy,yes
86204-113753-565974-67283-2115710-8498-59008-81513,13964-48591-120057-53420-112178-2864-15996-12759,3375-3654-36777-16132-13475-9440-630-1512,3364-1937-21379-9259-17816-10073-721-1386,5077-6093-45359-3576-9919-18415-882-411,9207-8358-17107-5062-25502-29158-1489-877,2996-4032-27745-3826-23445-12252-612-351,4517-3347-17310-3332-10644-27439-1013-434,easy,no
103731-2618577-345959-78472-116283-10611-97954-21805,9704-364770-18000-23352-16776-6040-51800-3517,1898-90476-14065-6866-12656-4537-1402-825,3683-18159-6965-4221-3571-4441-1406-2104,1455-28196-7214-3864-7441-3701-4460-1486,10402-53276-11076-1535-5416-6536-12436-947,2665-24808-8263-3321-3392-4451-3192-347,4316-20172-4389-1188-3247-3171-4016-226,difficult,no
109252-111879-34733-28012-14577-97747-16790-31164,22575-18914-27247-5412-6550-24351-16059-20639,3600-2590-7478-6745-6567-38806-4988-1766,3260-4481-6603-5523-7827-44978-1445-991,2482-5856-6565-1363-3834-19354-1636-1080,2617-11323-6900-3151-10150-25692-1324-1039,3507-4561-2185-1006-8171-5734-638-530,4103-2304-3326-1347-2367-5312-712-866,difficult,yes
244883-72152-114047-203139-14197-3066-62656-228539,30510-34217-52670-89962-6565-5456-8119-58808,3943-1933-4772-52615-26817-9759-1706-14019,8853-10012-7190-14448-3347-1507-3928-9115,3645-4416-4147-5591-14641-4268-1590-1511,6532-3613-2980-8299-6723-8817-1610-8664,4335-1262-3354-4314-3624-8235-1205-4925,1460-659-1894-4889-3168-3471-1173-1969,easy,yes
38182-120994-11229-100031-45873-9944-20992-39142,9119-77767-5023-3426-34124-4218-2676-12993,2432-5945-1653-2260-8888-1856-4500-3058,3963-5443-2591-1115-6724-957-2569-780,2316-6178-2387-664-3778-974-11544-690,3634-11375-5970-751-3965-3957-13448-1687,2179-5003-5038-506-3039-1599-4329-402,1646-4224-1752-404-1041-1902-12725-456,easy,yes
261393-2033486-100839-36674-495278-66841-386037-50381,143944-55379-16060-11078-184455-32487-89797-9200,24346-45073-5209-537-2453-6858-32460-1695,26722-43103-5957-2076-6200-2834-10689-1355,8318-31568-7638-1808-21852-2441-8710-620,6506-31374-5934-626-18660-4063-12169-2190,3279-41152-4566-419-10436-1234-5348-1395,1591-5241-2727-419-7093-3298-12439-1443,easy,yes
439094-1338902-9143-504545-1660599-6003-3258-174170,59516-38468-28430-147958-199784-11484-1560-25543,12643-21586-1096-32159-58122-2920-11710-4224,26775-2192-8253-54350-12374-2501-4327-9734,8609-3067-9618-45655-17587-8179-10952-6378,23505-3507-6546-39339-12566-5653-9804-3248,7529-2977-8037-24535-10218-4406-6353-1697,3977-1992-2601-10494-10307-3501-2587-1244,easy,no
10707-201962-52586-10356-4842-304926-3850-860659,37019-32085-6183-5107-7263-73071-2874-70574,7294-3633-1428-7305-10499-3920-341-33129,3969-5850-296-3561-11668-2266-2067-20374,7289-14684-481-5183-4198-6705-900-32289,18157-18395-1051-14483-5555-5981-7309-22757,2612-4444-560-13230-3712-1228-1210-7914,3774-8686-882-4426-5758-1391-533-2894,difficult,yes
494719-48226-277912-13379-167045-18324-1435607-153964,61057-43476-17037-3611-87078-13948-617215-33928,1507-12799-3875-1979-5648-1605-63376-14615,10678-5940-4818-3345-7156-2414-58510-5335,4904-19875-2607-3822-2284-2123-31357-4732,9707-5457-2352-3553-3438-1876-23057-8499,8097-6425-1667-1851-968-1047-7383-4029,1851-4879-614-1092-898-555-6090-1146,difficult,yes
13478-2423997-21773-55188-40134-8169-24188-26756,3845-369518-11931-34073-11225-37483-25702-50199,7871-20243-1159-9174-3836-5158-13965-4558,2080-20058-4952-11795-5081-67854-10911-13454,7141-23619-1773-31796-11536-7558-5004-2654,7139-17531-1723-8596-2276-6322-6792-3763,6135-8818-1770-3936-2293-3774-4690-2601,3407-10566-611-2453-1266-5552-3123-2473,difficult,no
4108-289802-38648-40643-127655-4047-5110-43118,6501-15042-11002-30797-43865-3333-9194-12335,4983-12526-1205-2597-18364-731-1774-5288,5732-871-2241-4606-4878-3818-4438-2427,12315-3134-4910-5914-1544-407-2095-2233,7188-1403-2483-18055-3040-3679-17404-2291,7945-1168-939-14692-1432-1105-4076-2661,4450-1426-1293-11303-904-1504-11390-823,difficult,no
313669-149745-1199038-627760-104078-71969-1984404-243477,50477-16318-115854-59899-16224-110768-95306-14835,11590-3832-35291-4401-530-30502-17390-29532,3470-2615-44453-4077-3302-34202-30059-7965,7576-2528-25864-5358-3515-17056-32652-28243,14713-1836-18282-2293-2947-33589-27844-23722,10616-452-21011-1507-2174-30994-35105-16649,4502-991-3849-1625-1037-9627-19575-6176,easy,yes
108193-670820-718799-1605764-13452-66100-2270645-38502,18606-36368-34588-31972-8910-34365-226296-19807,3711-11411-16497-10082-4350-7094-71395-6136,897-21994-3812-17472-11693-5876-41120-2386,1802-6836-7895-7320-3251-3825-43277-11794,1380-6031-9727-4593-11800-3429-25936-3643,1219-5424-3124-2469-4074-3437-58848-5087,468-2209-2496-1914-10108-3761-21733-2195,easy,yes
233996-93679-12256-28418-124705-50893-235227-36492,64933-14879-9997-24947-15018-21186-64729-5082,6972-7234-3130-5189-8467-11550-4926-1315,5224-2509-10933-4016-4684-9173-12527-1926,12977-6969-9356-12243-4309-14594-3723-1066,2374-9235-9214-27109-2110-23541-4223-1001,2106-4994-6547-10576-2011-6938-1537-291,1001-3306-2765-6157-1742-3935-1443-379,easy,yes
