71056-382320-8097-1102-8324-13290-6673-6862,204616-51164-35042-3798-22172-11056-12130-10759,6870-16639-5822-30862-6832-5855-901-12167,12858-37175-3223-7410-5558-4857-2164-20392,8125-20094-12875-16820-2501-7480-5522-5785,13029-13365-8779-5420-7679-3584-4634-3461,10321-3869-1626-1126-1430-1995-1368-544,9089-7252-3012-1202-1343-1076-1462-1871,difficult,no
78130-203205-3691-8898-111996-243403-42677-8849,68043-53788-11923-17432-7001-2963-21035-21171,105682-32660-4205-13008-7284-3273-31695-5319,193445-167358-205947-206337-15940-8824-158238-110442,6894-14080-15373-8900-1144-1096-11824-7061,11652-6564-9130-11447-3294-740-8856-14586,9639-2629-2474-2820-282-148-1675-1637,3865-1184-1218-1741-356-129-655-2555,easy,no
108408-106415-21837-6573-4837-18153-23413-16313,42468-13793-42554-22863-5292-10580-36110-5725,3070-37178-30765-31078-59946-34526-41484-32053,46552-40488-158681-84783-72958-174267-79633-373275,11302-2296-9093-1051-2789-21303-6264-6216,9388-1522-11102-5830-15317-18423-24152-9082,2037-996-1571-1706-1543-1421-2944-1460,3165-348-2028-1849-2635-916-1308-1478,difficult,no
1365895-326539-420252-19142-23659-602456-785270-19830,115725-19765-47413-16509-51590-142080-75330-10745,13705-98546-8319-14604-15579-22276-2516-4980,22525-272505-337590-299131-379763-440202-315866-8636,20132-14001-13896-12611-6548-16488-10831-3118,18612-11330-7437-13556-8797-17122-17425-1761,6499-1802-2484-2500-5969-2280-2048-688,1195-1409-2110-2787-1586-2110-1964-382,easy,no
388448-7386-427660-12150-4960-16150-44013-457872,17505-13562-25093-48908-6591-10253-26908-70369,39264-34545-39192-103800-3918-6420-53784-20111,23317-77137-285267-87971-40132-49305-363736-405722,8597-6924-13728-26984-8600-3859-17521-27992,9710-3696-10935-15070-704-23561-16607-24349,3261-1462-3587-1666-457-5282-1230-2295,2588-1668-1489-2336-268-2066-938-627,difficult,yes
7800-1985506-613374-5398-10828-91777-10880-107588,13880-103460-50793-6368-27435-11726-24151-10338,11019-22064-39230-27485-13391-4410-26437-2413,65656-338344-178490-213747-196468-54037-423374-5189,6037-5949-14915-9203-15851-4122-14977-3075,8271-13728-14667-23906-20784-5011-20511-2538,3006-4539-3444-2256-2675-930-2677-467,3692-4136-3477-2231-2667-415-1013-836,easy,yes
2175349-2009120-1469703-475839-41550-7278-30170-83586,303421-43911-329147-86959-7924-27165-10243-27534,103451-27079-60066-75241-3833-7239-678-11668,112545-2995-24022-29834-1201-3059-807-6544,39945-16912-37959-35557-792-21625-2142-6557,39121-27794-65413-32794-1866-36551-2287-6803,39505-17410-37384-39650-2621-19797-1253-4800,21962-16020-49451-19682-2284-16438-1626-3108,easy,yes
15269-9108-65025-2934-3278-220702-19997-514154,26688-4043-66850-16627-13512-49172-28682-22771,60998-34327-27865-11090-14235-15534-4734-13185,183964-110491-98215-66976-389701-294229-215067-212225,15348-10109-11203-5368-5962-21100-6148-10441,8952-7072-8132-4937-6908-21320-17959-7493,1428-1181-3556-1832-3633-6580-2355-3483,1787-2690-3262-1179-2274-4874-1732-1124,difficult,yes
132278-63285-18802-1115973-111619-1146953-89467-57339,23475-14236-11856-120176-37419-59513-36794-19022,2560-6479-47135-2000-2500-13658-2614-10256,12357-45189-94732-349000-14182-45936-87818-338907,4818-2977-13679-13867-1505-4110-2321-23013,4246-1992-6591-23242-3137-3005-2696-75247,919-730-3115-5035-479-445-1834-2870,1287-1211-3917-4873-356-772-556-2596,difficult,no
18811-8732-25619-4102-7941-6134-5815-97614,20311-22200-6742-27378-13145-21866-61180-65745,9414-7816-7390-33025-26173-23277-2967-7553,3062-7270-10126-16048-13136-7397-13828-3181,15619-4425-3809-7028-32180-8453-10024-6353,8962-7088-8101-12049-13742-11789-5083-10037,3693-3372-1529-1562-2003-1497-2930-2360,1696-2734-956-2508-891-630-2026-4752,easy,yes
73867-26068-988-6708-8585-54698-11738-19989,9728-20424-3239-4127-20588-11855-37651-17211,1019-3815-1464-9013-7341-2368-19767-8152,341-34174-2707-29355-4682-4489-11565-8038,1199-9863-4933-10012-9082-1535-6881-10718,1566-11092-5820-31880-17954-3158-14008-13666,1053-9700-1486-4967-5727-2244-4154-3492,639-15445-2538-2946-6165-2469-12295-7216,easy,yes
16365-56152-60405-13590-11587-29874-18783-14416,20672-7035-13618-9957-52173-11895-10906-12984,14361-1494-9111-3634-5781-5517-1332-1509,7027-2372-4064-11223-20406-10117-7928-8138,5728-5193-3857-9060-11124-2060-4361-2451,9985-4086-10697-5300-6643-5922-8452-5161,7702-523-1821-2639-1347-1199-2907-2460,5013-580-1169-2436-1545-1638-1901-1300,difficult,no
346717-287935-307568-12328-10578-3148-17235-271691,92799-128060-34769-19020-35288-1699-29173-120900,21866-16753-43642-13394-60145-3766-10146-5234,20085-216754-132716-53613-120720-72004-288684-286530,20377-3040-15341-3889-28476-2182-12869-10043,6237-8632-15570-1398-20618-2536-9298-18014,1799-6450-1674-1510-3139-411-5913-3688,1407-1989-2177-547-1473-229-962-3066,difficult,yes
701767-446375-11167-31863-108297-75667-3995-497274,41718-22766-31398-30326-13280-13727-16128-367123,10269-20660-27785-25928-6211-15014-7034-35454,21524-14666-329915-132507-54501-69418-25373-330716,14311-2999-4303-11403-3443-12337-5376-91446,15559-1817-8814-9833-3709-2054-3000-120556,10695-1761-3934-1842-401-839-960-40609,4157-1350-2153-798-391-252-796-25567,difficult,no
88984-15911-6567-11389-80888-18420-11048-16590,27432-14311-33086-27369-4329-39902-33310-28953,8811-5229-6121-2219-971-27386-4298-19509,3317-15376-3587-5266-3873-16918-6247-5790,4718-6519-10461-2251-1830-45807-1703-26362,3252-21898-22246-26872-2219-6823-11708-6278,1775-11789-4675-4335-725-2723-2994-2602,349-4765-3750-3763-496-3122-2481-3948,easy,yes
55759-18620-16503-8210-141811-5405-31370-5882,29444-44264-163197-10717-153679-8896-57852-7206,7522-1912-1866-28560-4552-16817-18354-7729,2928-43108-37272-41896-23643-5996-4311-3687,4208-46215-19417-2413-10072-3486-16146-6249,3530-16297-22478-11525-5655-6221-7727-8498,2405-4560-3850-1189-4138-2307-3397-4718,307-2420-2673-5487-1340-2224-2655-2656,difficult,no
11757-6723-14769-3381-11664-54551-8228-18113,22159-9486-29305-12996-8848-15776-9089-27341,9923-4526-5453-15209-1996-3885-3005-8937,27759-23360-49345-19147-8296-29425-2955-16224,11666-6367-7826-11949-2152-14530-3100-7810,5340-10605-6404-14478-4235-13639-5089-11099,3609-7750-2733-2578-589-2929-1862-2992,1366-2524-1151-1962-445-2331-2476-1314,easy,no
17572-40484-9568-15243-5743-6264-90682-24951,23306-11668-8550-34027-13623-27177-37055-16422,4018-10906-11527-1962-12658-3676-9858-7595,2443-8997-21664-37173-16845-27365-21411-5052,4729-1886-4276-7433-9437-3901-8024-5875,8442-1893-9316-10491-14614-5470-4155-4301,3348-1195-3771-2149-4249-2917-2635-2388,1971-1094-1397-1302-1047-1429-1149-953,difficult,yes
454102-721430-35934-462510-31655-26579-34253-457709,123174-94043-12292-11641-57302-41912-69889-232051,121543-70194-20955-113594-30840-10248-54890-100369,162584-154973-141648-164666-107022-145358-234845-36463,40711-29139-5010-7644-27052-15651-14005-19493,14944-8034-11520-11769-5966-10159-12248-12818,9963-14033-6393-3452-2273-1546-3068-10049,9095-13062-3695-6004-2386-3008-2486-4332,easy,yes
644079-14348-12273-16304-119896-16738-14415-361654,141501-29880-18109-29336-10759-14255-4719-14786,13397-37108-30023-24049-28818-21985-2153-12762,42720-147185-37572-91082-138084-13881-92742-163543,34209-9613-6580-13216-4309-4336-2455-10762,22170-4830-5970-12218-8170-3754-1652-12811,5958-8673-2993-2030-2241-406-915-3186,4302-4905-1732-4117-2288-267-561-4814,easy,yes
