delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
570472,41406,20132,12873,9142,17415,16153,17493,-549589,-3562,-4559,-4918,16813,65810,13202,367,-478458,-7548,-15275,13298,-2637,31504,71838,11052,easy
709194,207860,57378,33442,15542,22557,12751,9858,-2033,-96309,-53889,-23767,2693,9614,13540,13985,-619764,-194850,-53456,-29490,-12611,-12800,-1355,-7357,difficult
858631,155863,48501,35811,18978,27306,32469,23154,-657387,-49178,-21619,-14724,-1775,15886,-14897,23874,906423,-110826,-32099,-23915,-8828,-18001,-17506,-18718,easy
489975,126011,12314,12615,15361,10270,9476,5190,-285317,-101657,-11939,11678,28523,135617,58377,13383,306326,-105647,15684,-6019,-12487,866,3263,980,difficult
419886,50040,17604,3433,4258,10050,12717,5938,-410332,-45224,-9411,-1467,-1133,-1642,-9317,-1962,-328749,-39508,-9833,-862,5793,-3075,-4884,-1428,easy
99544,102063,5759,3849,8499,25705,19659,6532,406206,-78730,3418,13931,5397,11238,56134,13013,69571,-3651,51256,8455,-262,7388,37478,15586,difficult
1431443,199945,26140,28678,29111,45742,62234,17085,-961456,147666,-4464,1869,7681,29657,22162,8470,-1419035,-196493,-24969,-24002,-20040,-4828,-25519,-2267,easy
771995,98973,34910,28035,2912,12111,6624,6547,-769831,-93887,-31625,-23205,10600,22928,9234,6312,-765150,-72952,-21092,-26078,5514,-6095,-4294,-3568,difficult
776186,170358,40380,39093,26905,40835,24121,15794,-480835,-92662,-13622,-32975,-22157,-29977,-18261,-13456,-767812,-155236,-34144,-20519,-18664,-15917,-11712,-4884,easy
143262,141467,20179,17707,20158,21936,18190,7111,178938,75224,8656,11748,-11859,-12311,-9471,-2898,1912216,85537,-1867,45654,25006,6207,19389,5395,difficult
631756,130806,9148,7522,5107,26116,34780,12677,295896,-8076,15488,37752,40391,27827,5436,-4190,-173681,-86249,-1777,13832,3033,27792,-13262,10662,easy
1372136,165489,24563,19486,23221,43787,20231,12831,-1370562,-159240,-21696,-10106,-18139,2071,-5817,23229,-1356487,-152356,-20033,-17505,3544,7835,-4850,8906,difficult
653714,26575,15233,14615,9979,13756,5594,5462,-612910,96441,1473,-10530,9559,51891,38454,7064,-641434,-13366,30421,16884,8246,81686,6122,26491,easy
314577,41892,14919,7457,7594,13772,12333,9381,-42197,-24510,4920,5366,-5118,-3587,-9197,-5067,-308499,-19636,-5321,2555,-699,43157,32003,11953,difficult
649380,48397,17982,12374,12539,20863,13263,5483,308843,-38827,-12068,-5935,-10708,-12110,-10098,-2047,-13062,197076,10689,-1489,2630,-6674,-9025,3492,easy
90854,14503,4371,11030,7078,12801,4220,5119,222412,88222,-1137,-6493,-3223,-3182,4915,-487,16766,2652,3265,-7318,914,-2792,-645,-2053,difficult
545954,66870,15663,27432,10296,64779,26742,21171,-375115,-49225,11691,-24901,-6352,-57510,-17456,-10912,-203914,-22652,-2174,-10689,18910,-14180,1177,-11465,easy
262201,63557,11313,8515,6276,5119,2332,1846,-196244,-56327,-7010,-1850,-3134,-2784,270,195,-231340,-38836,-1434,1709,9448,12014,2872,5066,difficult
397776,134453,13982,24462,4896,15194,5362,2329,-218302,-99021,-2290,-18465,3940,-4868,2053,857,300883,24449,13985,-15207,12546,-10361,395,543,easy
137847,47345,10739,5804,4895,8631,4764,4979,-26223,-23665,-5275,-1172,-4274,-7259,-3290,-4225,-101347,-29929,-2122,2589,3804,-4828,-1867,-3769,difficult
75337,17397,3558,5708,7022,30643,12572,5521,174184,149552,44723,24146,2466,-18766,991,6097,1143292,14892,2707,-1218,-1859,-27221,-6225,-3101,easy
893101,317210,131470,28201,24178,15735,17636,2916,-880871,-314380,-114356,-11725,-11568,24158,3204,8863,-806059,-309550,-128565,-26086,-16675,-6580,-10913,1274,difficult
229275,93718,22223,17827,26002,25023,17509,5635,-130401,-90378,-19076,-16579,-24629,-22415,-16012,-4601,-134885,-73518,-20714,-16719,-23863,-23463,-16570,-4680,easy
66809,24568,25224,17546,11466,35423,22288,10035,22396,20712,-19979,-16189,-3550,-25414,-15423,-7132,-54532,-17843,-17009,-7450,5750,19364,-8914,16379,difficult
267603,127355,45228,8237,20193,46439,21192,21556,-216830,-91654,-36751,4110,-11742,-36776,-17891,-18864,-118318,-32622,-12373,7254,-11480,6777,16751,-2304,easy
316193,24757,14286,7790,5388,7316,4626,3471,-165776,56815,13142,3722,19195,5009,3492,7830,-227025,-19011,-13930,-4759,-4179,-6693,-4315,-3242,difficult
689294,17998,3954,4646,2912,3767,2085,1589,-684425,-7258,-6,2223,3845,14464,13204,7131,-684905,13324,14385,19155,15739,13579,11660,13956,easy
225231,105842,17429,10240,19854,28370,23069,13227,-138155,-101186,-15889,-9244,-18497,-25241,-21073,-12319,-164518,-73153,-7121,11069,-6204,18384,-5009,903,difficult
170618,19859,11366,3432,2598,8179,2305,1489,-146579,-11307,-8436,9486,5618,16732,11424,11531,-137985,22686,26922,1761,23967,8902,9410,13168,easy
352102,31795,10315,18637,22616,13334,5475,6114,461857,88061,-4794,-10961,-20486,-5302,-1905,-4184,192519,-14718,-6568,5912,-16783,16158,7140,15323,difficult
1187486,367195,43328,28627,26224,28876,32685,24847,-850059,-238311,-36452,-17526,11351,-4928,8056,7970,-1186291,-365740,-42508,-22340,-23459,-23498,-29511,-22680,easy
302578,38805,8779,6864,22469,19149,14015,9684,-286658,-35055,-5652,-5059,-21708,-5427,-11104,-7978,-235959,-32834,-6077,-4137,-19712,-17788,-12992,-8482,difficult
120256,75596,20101,14544,10153,13445,8033,6446,-112016,-64095,-13966,-11528,-2379,19222,3396,14432,-66145,-57234,-15160,-11715,-3725,-5320,-1464,-2910,easy
819854,231116,30470,36043,16829,15961,13510,9716,-719223,-49493,-22297,-30878,-11809,-12857,-10633,-6443,506905,-111809,-2905,-23083,4329,-10244,-9640,-7602,difficult
668976,114274,19586,10366,6851,19592,9449,5866,-505800,-103792,-18573,-8585,-6594,-14269,-7855,-5049,-539028,4479,-6549,-910,1654,-8958,-2331,-2575,easy
356176,123152,13562,21226,7197,43901,67343,11864,-326308,-121603,7648,12106,6405,16325,-7172,12488,-237976,-96337,-8569,-18974,-1091,-34177,-52275,-7243,difficult
103820,20854,10423,7141,7021,19386,10556,7439,794330,184220,-8150,12262,9902,-8585,7580,2217,307869,61690,81734,54766,22453,16118,11484,24352,easy
334035,18222,6231,7928,5558,9751,2928,7765,-331131,-2028,-1709,3568,2842,22588,19104,3873,-330416,-9978,-3311,-1308,15778,-3224,6236,5078,difficult
264710,51576,8522,6570,6746,10029,6386,4732,-259518,-45531,-1675,-2085,-5990,1592,-3276,-458,-202135,80172,16318,-3138,1911,4212,-2268,152,easy
26048,8037,5569,2339,3332,3777,5314,2391,-6755,-814,-3328,422,2448,16349,743,1574,135356,212401,6461,33662,24060,13234,7741,7402,difficult
476596,130742,34021,25833,12575,47885,18738,22042,2334531,391352,29509,-18783,34724,22540,12656,-2318,-397074,-111460,-28718,-18699,8711,-3359,7756,-4190,easy
947923,296636,57591,95702,25871,26409,35859,28922,-45234,-223584,-46913,-85675,-17558,-15534,-29857,-23814,-856074,-254166,-54840,-92677,-19451,10172,-29076,-25697,difficult
164678,55151,10132,16294,16441,25299,18184,13453,-159995,-52962,-7552,-13235,-5090,29833,24673,-2889,-156710,-52935,-5860,-3093,-2930,-12053,23743,-5002,easy
876369,165048,65975,12396,13095,37098,13155,18302,-708539,-143194,-41962,-7561,-3054,-26298,-7094,-12447,-872681,-159285,-60193,-8129,-1480,24856,-5982,4176,difficult
1198743,107645,54192,31663,7783,26917,17124,23679,401977,-49582,-47370,-15764,2903,-12173,-9359,-18074,-1124151,-78535,-48742,-29534,-6111,-23534,-15314,-21923,easy
234398,51768,17602,7080,5761,6010,4872,2304,-173195,-21174,-12778,-4193,-4069,-4368,-3940,760,-170273,-48461,-13854,-245,-2054,4495,-594,3045,difficult
491153,82247,36616,28933,16296,29248,16845,15466,-167924,-13440,-26347,-18981,-12863,-9634,-12664,-12162,452365,-1876,-28447,-18138,-838,-15856,-10051,-11212,easy
423240,8768,2921,3512,4106,12060,14597,4446,267294,227529,33457,31187,10306,33978,34004,22110,1417030,49562,9914,110,2204,61596,29070,13798,difficult
1021589,80505,21344,6519,15133,11129,7282,11165,-317324,64452,6386,413,708,80721,23394,3319,-995431,-66199,-10859,35985,-8831,20368,12440,868,easy
256634,126316,22348,6139,9925,15284,10040,8056,179817,-110522,-18895,-367,-6806,271,-5915,-2776,1163328,-72895,34936,20456,11360,13411,42628,13146,difficult
765886,81475,11499,17210,28186,47877,32391,12161,-398645,-24674,-2915,-4593,-14017,-39828,-20222,-7117,-717316,-1523,9488,-5955,-1407,-32312,-4553,14047,easy
474490,27132,15250,7720,3660,8601,3201,2169,-410938,-18083,-10510,-6226,-2885,-5624,-2104,-1094,-195740,84798,-3461,3739,11938,3892,2868,929,difficult
367006,20010,12373,4389,5021,5418,2752,2863,-260342,-7887,-11071,3863,-505,-1297,5861,461,-285770,-715,2389,2821,1454,2630,-699,38,easy
342702,72560,16695,7129,12991,9776,7890,3878,-248198,-52563,-16014,-408,-8817,-6709,-6001,-2698,1772148,277446,43342,17046,6763,23192,8997,20545,difficult
473599,184098,16585,7697,12892,18070,13491,6970,-360662,-128093,12935,-3517,-7728,-9444,-5221,-2483,-422023,-176523,-16207,565,-7337,-3082,-4887,-3551,easy
901882,70838,21673,7331,13453,14852,8174,7498,-441683,-44688,-6568,-1794,-6855,-9045,-5580,-6154,-441683,-44688,-6568,-1794,-6855,-9045,-5580,-6154,difficult
938885,63778,48646,27395,10393,21866,15230,10845,-701564,135761,-32867,-23156,-616,-13498,-12914,-7905,-257724,24945,-30899,-14904,-1785,-15729,-12836,-8843,easy
679236,100937,38319,10383,22296,23756,15119,12014,-398777,-54877,-36670,-4520,-19038,-8003,-1282,-6952,-673659,-93038,-29726,-4047,12041,14019,37281,6946,difficult
545411,37380,5806,7103,6034,3811,2479,1501,-520971,-36305,6145,45,-1034,-1592,-893,404,-535745,-33223,-2119,-5483,13473,36206,10774,6515,easy
250553,34172,10077,5122,6735,8012,4300,5300,-190568,4193,-8650,-2467,-5820,-5682,-2999,-4561,729337,10464,5814,2642,-2103,-3444,-1093,-1414,difficult
