delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
384378-2821361-62101-53332-95066-472613-163782-157878,150882-345620-29844-83868-67936-122578-43675-25224,43223-12287-16597-1529-20763-40963-5738-10485,76049-28364-9351-3060-20546-7949-4723-1938,17869-44608-2812-6504-32194-16345-6227-3764,14589-75743-5753-6652-22630-4537-4721-1585,18340-13167-2773-1477-10415-5442-1873-753,13233-6207-2274-1509-9346-1742-1771-651,easy,yes
178888-24064-1083730-812523-1148942-163856-336843-1746825,13848-49205-67028-116375-95524-30536-74478-786114,6365-47910-30435-97725-18704-5995-18465-58803,2078-31118-15048-47364-26230-8497-5108-42140,3316-9403-20199-19889-32504-2368-13770-77828,1733-14865-18002-27297-26232-2690-12271-15060,651-8458-9713-11595-14955-2352-6071-10496,355-9589-8660-8453-16865-1458-2249-4611,easy,yes
316322-617942-926374-1530886-711061-421200-73637-446835,101658-465925-49385-98999-208341-111063-79218-79208,27076-35447-42930-47172-74032-24310-69727-43459,22984-30290-14206-57018-11852-10544-19829-21043,19519-24749-16143-30192-20719-12782-59323-40091,5056-39646-9222-25886-23536-5542-11472-22479,1855-19860-5241-12656-36363-4002-8602-9790,1492-8878-3249-8454-13162-3913-4768-8976,easy,yes
267337-64840-827119-171780-485965-963319-696892-945947,204299-24166-72360-43838-76652-205149-56028-254275,9834-9428-34451-8731-8828-42747-11681-2402,12314-11053-18480-6161-29993-23615-4114-73156,21092-1485-10540-9336-18265-52037-6512-16847,9265-5560-18338-6763-28310-44200-2690-8749,10490-2696-9320-1903-7651-9886-951-7764,5979-3811-10926-1091-6967-5744-819-10961,easy,yes
667378-305794-83343-331320-205796-279016-612982-171759,109095-64416-79581-200969-61105-27961-227819-181090,35007-12850-74771-14847-36640-14727-91334-102049,2965-718-4561-19913-6861-3517-18460-33431,11413-8751-10702-6766-4875-998-32849-32865,6714-2855-22993-10842-2231-2201-14382-35456,1948-1973-5529-21924-1122-444-15340-14278,1440-1128-3632-11980-772-1056-7757-8644,easy,yes
104022-55717-1925538-706914-233296-1275253-213071-309069,47983-68338-654055-201838-104541-595136-13796-43454,7505-3185-42941-91795-7575-31518-12392-7133,4643-8122-77953-20735-14665-71260-3188-19840,16970-8300-40759-132833-4896-64537-2992-6287,7270-9602-32265-39399-2152-25412-1334-4798,2706-3779-13872-37675-1059-11155-718-5565,1100-2155-7301-18456-705-9707-357-1973,difficult,no
948979-1882237-57324-165718-54283-71633-603620-980863,128424-68306-17976-21128-59073-32557-306133-65816,7968-56597-2958-488-10113-10201-180266-11442,9987-19534-13673-7061-9439-3589-57933-7561,35908-13729-20762-4534-10801-6198-26482-5596,11895-2917-13601-3738-7253-2398-24119-3904,15605-7906-7706-1165-3827-3208-11238-2793,4535-2414-16790-770-2733-1999-7657-1919,easy,no
125375-1931724-1357272-1041691-45207-1072638-119032-208124,18842-189792-244106-63582-75395-53016-29176-49404,11435-56388-30647-15960-12833-14917-2933-16225,10899-61198-108885-12374-3922-17763-3594-8345,17918-3178-34651-5594-6962-36618-8504-4719,9678-50843-21914-6113-6829-18334-3835-3219,6187-13215-13458-5633-3487-20526-3978-2518,3922-9061-15460-4341-3149-12448-3354-1262,difficult,yes
208898-299096-469713-126372-126270-126270-2112833-154470,66880-86392-69645-95545-97327-97327-52658-8672,16728-23179-36644-39392-61222-61222-68933-5950,4178-10800-25245-6147-16232-16232-14772-1692,24527-46288-17721-5367-9359-9359-19280-4107,22108-20458-29750-4150-5690-5690-16565-3340,3053-10222-11962-3023-2924-2924-10955-2716,3819-4370-14905-2689-2441-2441-3774-1842,easy,yes
2104243-605523-391535-1047374-66407-282640-185596-351163,143555-86635-164633-617539-23343-66468-75146-139496,197236-22256-21097-88744-6513-19517-46460-63975,98387-19222-47857-25759-2863-24021-8573-35372,73576-30153-38592-73685-1322-10209-21156-1711,67193-44995-37077-33432-1633-5636-22590-9890,35214-32056-8171-15719-457-5468-4814-6762,22220-5479-5930-28818-421-3546-2343-3088,easy,no
43021-96575-230808-1611305-272581-705486-543546-405849,16327-14755-47828-330694-13918-652369-62130-109125,1980-3718-16139-64014-4016-174126-96139-64603,2698-6231-8792-17606-12173-48819-14969-7790,3965-10049-5084-9028-14049-66675-40559-49629,1241-6887-3548-12304-6408-41254-22812-32674,253-2928-2811-6151-2036-23257-21692-9692,372-3780-3129-5851-1996-28340-11123-7885,easy,yes
162477-177416-225695-995607-776590-112966-296589-85597,44377-21918-13892-77540-149067-10438-69937-10081,6351-1082-3998-6684-16965-5226-62626-2064,3689-11436-1429-17342-29507-3636-22628-4078,4172-11161-1513-12699-45988-1049-23991-2145,3024-5453-997-10011-10841-1221-33506-694,587-2386-272-3796-6757-674-4895-960,340-2212-430-3547-5553-239-5032-254,easy,yes
328330-939498-758704-98998-1278504-466046-867150-119183,26383-98980-117971-155375-120887-105749-24184-36710,7068-45676-39738-29472-34215-7052-8866-8142,7608-30664-19955-96050-16758-6897-4198-10099,3098-24242-53463-60028-66861-24260-8510-6605,1760-10852-28986-30210-31647-8497-3331-3615,1535-8849-5892-14297-6965-2022-1476-1855,858-3879-12010-8706-4405-4800-1026-3130,easy,yes
869189-588036-513966-1837715-886179-155149-1709497-479940,506137-122530-24587-333392-74812-37593-209302-29265,95153-48161-14357-38612-42508-19167-33502-22613,30269-10940-6281-25961-39280-7364-24045-4995,63672-16303-3708-20374-15756-31344-56850-3316,28922-14366-3449-21066-16492-3065-28759-4833,8242-5739-1488-10899-8354-2691-5584-648,6702-2240-978-13457-6615-4692-9203-790,easy,yes
1069484-1540698-1082101-1578960-337586-164979-347715-61111,238471-552569-47214-164529-28004-184214-46135-3977,71702-76542-11502-37205-24769-8785-50245-3021,124960-38017-26543-85927-6459-28280-34824-1419,73144-68014-10648-51867-9893-5363-8605-2458,18839-70131-31548-74805-10389-8049-6584-2358,14770-35732-7488-8652-8212-3552-4030-406,5196-14615-4342-2882-2376-1901-1883-188,easy,yes
684727-592643-1990496-589675-24853-131739-211269-398032,155114-161769-344736-27014-4138-14615-77594-109081,11203-33592-32815-8578-2833-5887-10669-42847,21127-17368-51908-4159-2129-3049-16324-11335,11696-8761-140326-4230-2732-4471-30321-8792,11837-21995-21150-4064-1493-4447-23810-8666,6044-6347-17643-3107-562-893-15502-2301,4547-4181-16830-5397-346-1250-8439-2117,easy,yes
355912-257671-140311-166651-1113220-328196-675496-1728015,19301-367021-32868-10523-174126-15853-357763-62457,9711-17331-25795-1979-90912-5859-15792-27145,12709-26881-13938-13409-34883-4175-22412-35651,11766-20240-12731-5422-15287-6347-22640-40037,6097-18221-4023-4405-41301-4338-38052-21618,4261-8786-2737-1896-11833-2869-40370-7895,1730-6167-1399-2153-7065-2384-13452-6521,easy,yes
372030-46008-119950-92152-2223417-13158-1270216-242504,53010-17509-4705-59108-229165-38220-144362-250199,44038-2848-3025-12340-32670-2621-39289-154984,18311-1615-822-27224-29045-1117-16534-138186,26107-3143-1969-21242-41641-4083-33035-85623,18679-1253-1311-9635-46453-3807-14610-17638,15178-983-635-17489-18457-669-10471-15869,8085-306-568-11651-15269-669-12892-8629,difficult,no
163355-365822-106749-179023-40727-40727-49906-480977,21068-160073-26353-35129-97738-97738-37811-30895,498-141694-13255-16357-47449-47449-45761-9143,2477-60163-5620-4239-7903-7903-8036-3632,2758-12749-10220-7602-10835-10835-10117-4382,2805-34497-8613-5096-10008-10008-13760-1773,3451-9059-3269-7716-7728-7728-5320-1220,1281-5958-3049-5011-4669-4669-3963-1032,difficult,yes
