delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
67290-434395-961566-183405-254370-639337-913382-516259,10082-463078-153172-20919-161752-120583-70599-21643,18251-143385-114047-2806-11629-26648-21380-5859,15462-24769-47009-5820-29823-18839-8832-15163,21953-29098-38958-3015-13937-14919-17531-6347,7698-17322-26729-1179-5297-10689-4815-3634,4787-7267-6421-820-4260-4158-3275-3688,2578-4123-10259-500-2161-2108-2133-416,easy,yes
40167-139152-142473-1541768-288134-1416067-60723-161526,70416-16103-17004-299323-25347-291946-43131-23805,5667-39201-14178-64440-6058-31245-10949-19554,9315-7613-10661-69246-1813-50430-5466-5424,8599-3490-4758-31365-3696-65912-15763-6341,9075-4228-7443-33997-2734-64216-4046-3934,3987-1520-2646-10170-2625-3904-1558-1175,3767-1298-9624-5125-1866-3105-1140-579,difficult,no
157250-189275-255949-568424-19056-681478-237130-636040,63859-26464-87624-303830-107652-329595-17029-82001,14761-1388-9221-35864-38349-21622-96196-9736,19675-9416-20106-60990-128624-24134-14832-45930,8736-3269-76863-25568-6360-41692-11430-8586,3135-2023-22318-16165-10069-12115-8748-12175,2098-2813-5708-3239-12846-16384-4475-11372,1000-1481-5770-3834-2955-4859-2841-2894,easy,yes
766153-87776-283142-141675-50672-74477-597583-137418,146504-106135-24063-32145-11715-29146-253120-50441,34031-42325-6507-13925-2866-6133-52540-9076,21128-57237-7130-2570-2237-65738-10278-9677,12465-24362-3017-4702-1621-16985-24353-7764,8931-9046-2723-9968-935-15844-9245-5510,5884-10300-512-1112-439-18116-9550-2096,3827-15685-830-2201-746-5046-5080-2108,difficult,no
100258-1293030-155459-219318-45887-235426-682815-447613,52440-110128-6074-17752-18418-30079-74157-31152,10785-72489-715-1579-7041-38795-43282-10475,9418-29199-102-7198-6125-77062-15059-4172,13458-28636-1210-6659-2903-17018-29377-5531,15640-22373-1152-3665-4686-8856-33005-1868,4324-22706-390-1423-4197-4548-23527-643,3776-16005-365-601-1848-1975-7210-652,easy,yes
252509-1483574-244560-340300-315006-188093-61030-2248315,67446-61550-48156-165294-48544-17425-76146-344234,20323-13004-18952-25598-10230-5429-20530-37891,19558-33083-7024-15058-1545-966-15887-13911,16688-9646-4653-24528-2813-677-5765-41089,19231-6768-3121-9244-1626-837-1586-18269,9695-1705-1932-9355-400-309-549-5570,3206-1887-2381-3805-272-227-244-8359,easy,yes
361665-283329-150633-288833-498759-165380-1117740-291394,28346-66556-17055-45447-63736-71013-96272-189834,23392-26859-7937-9908-12834-11329-7791-11973,24664-5020-19813-4950-12800-23742-19358-19145,23428-22544-20945-13700-9709-9862-3353-36351,43409-6704-21680-5399-2109-3917-7341-24016,17842-4554-13313-2590-2303-2454-6665-6961,2200-2053-3267-1706-1193-895-1466-3960,easy,yes
182901-440818-70353-51530-570642-116843-1176089-191703,71334-57999-59127-19088-159577-41673-363488-16968,36488-4437-83351-7368-36913-51144-179545-24603,9565-7003-16025-16632-29394-9757-20544-6833,31392-2835-15547-1946-31544-11214-13543-7573,14630-4063-22490-4173-33096-9087-21229-2222,2677-601-2457-2736-17690-2287-8527-989,5016-457-3207-3525-3247-941-6340-1092,difficult,no
233295-98547-231995-965433-1774020-555110-1260295-251084,389724-45915-64989-172465-307536-199762-412448-44962,63263-24837-17888-75839-41596-22936-101220-44906,55160-11257-10410-37370-89476-13745-25371-7041,25601-25559-14207-83897-54973-16565-22198-22740,11800-13643-3999-28805-6990-5507-29036-9996,5680-8624-2044-11287-14434-3026-8905-7568,7240-5604-2195-11114-5455-2864-6878-1006,difficult,yes
266185-163629-344716-139688-148309-32868-42967-266868,101594-17637-16156-39625-65066-11127-30964-41098,22745-9619-6051-21788-8514-1165-19078-2572,4990-6879-4367-11820-8577-2257-15318-11157,10655-3029-5944-7132-6048-1536-3560-2696,7385-3938-4788-9246-16467-1308-3071-2790,10880-1071-1907-16495-4059-344-601-680,3326-571-2246-5498-1887-181-445-1112,easy,yes
496156-272113-70870-156322-156882-896327-120772-112490,33706-21683-58488-37380-88522-48785-63436-10942,11036-6181-15850-4233-30784-3836-79256-4657,20549-12240-12729-6051-45150-13678-20861-4893,9450-7308-7021-7754-17976-4922-29557-2701,5672-2852-18787-2323-5031-3650-10990-3467,1645-1439-4687-1017-3061-1648-8420-1770,1237-390-4410-373-6755-1234-3436-651,easy,yes
1291976-199819-53400-23311-17479-147409-1452731-158248,692409-32380-53283-23438-29325-64028-515047-107506,154107-5968-18614-4218-4229-52435-155909-4604,29770-8273-8075-2343-9105-3469-76627-1929,69030-1538-12295-16490-7231-14519-27469-10680,13821-4265-30993-11718-12600-3115-17914-7054,14644-1959-4140-19733-4314-1422-9524-3348,7272-1268-3264-4210-1859-1410-5310-835,easy,yes
648634-289236-783994-953190-57586-276001-72763-32547,131305-186865-288713-112981-44463-138126-26690-16045,6555-60374-145388-21674-4528-49762-12718-18171,15630-29683-11297-32841-2820-50778-21066-21880,21963-45302-41444-5778-5856-27279-6294-3973,18603-21251-26044-10983-2702-19371-3470-11355,8657-10993-12182-14303-2658-6686-1405-6535,2339-8057-3375-3051-1116-2827-376-3294,difficult,no
3922-95223-39306-8964-16373-927604-214840-626830,15038-31411-13806-25297-72185-283444-49538-187407,13536-3609-24124-5399-7965-11889-8534-1958,24849-7263-9190-10506-17795-21928-5257-18110,6058-10054-14300-21544-14800-4859-2889-17910,22049-5157-12493-16072-5089-2870-2154-5688,5316-672-5022-3249-2142-1468-504-5188,3013-616-2404-2000-1651-1311-820-1828,easy,yes
1285551-100162-130241-181201-5901-226325-85963-77410,110983-22651-118788-93023-15425-10276-103566-39346,18263-2683-22265-14280-8209-3454-19382-7709,30420-1381-28898-20732-15621-6387-16467-2925,13980-591-7747-13270-21541-2331-10058-1391,18534-351-18501-6458-8345-3640-17278-2975,8038-400-4082-4899-2589-1294-3377-839,7657-237-5883-4361-2574-542-2300-373,easy,yes
242301-277812-186100-644238-69823-105591-80246-170452,34898-16096-99060-278235-56781-42459-20246-132658,5439-3864-13462-11880-13378-11499-54345-41317,3330-5222-25122-15478-21476-10050-35437-34400,9453-2677-12772-10179-7256-6627-9295-34964,2795-2620-17542-8674-10265-2166-7964-13320,2294-543-2689-5468-5496-1925-2204-6549,601-598-1898-5294-2831-613-1432-3120,easy,yes
724798-1518120-213761-1678522-436793-116399-143763-155692,137282-1270397-71300-733726-39365-57905-60984-169848,122943-38965-73041-47240-37783-5812-13689-85095,26349-62947-85403-110784-8900-6373-14212-8258,34524-108196-21045-50436-4212-8381-12527-17793,30618-41532-13433-39751-3757-3302-4484-5882,13508-36507-21460-29080-1410-1212-3039-1209,6029-34692-9416-12603-2512-2370-2198-2180,easy,no
706334-160714-35318-13264-154218-70347-90778-616521,45909-36721-26313-9930-26141-10062-34211-30200,22978-9083-17939-10736-23190-12691-32761-13854,21797-15746-4279-51597-3952-21654-4057-3865,40220-3631-2758-25921-6515-12621-5725-21515,17072-11711-5327-19028-2858-9522-2178-13538,4680-1341-2072-3407-342-1920-868-4201,2517-732-2447-1464-563-3116-532-3366,easy,yes
60507-117595-50676-661026-157632-176958-16951-29773,37046-25074-86344-68306-15983-71228-20964-25930,41195-12769-19298-11287-1882-3746-13700-19437,853-13469-15997-92577-3836-2620-28549-29573,4031-4695-5501-25068-7018-770-3019-9308,10293-2311-15007-7776-1549-4912-12240-6610,11066-1631-4771-3976-976-1432-2863-5893,3362-1201-2761-2831-684-441-1471-1454,difficult,yes
