delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
887926-1899079-2467429-769028-219043-847099-574771-1083202,136538-168392-67483-310900-42772-138016-167394-186509,11447-80051-145113-22802-22804-28548-28232-37346,18122-72678-10398-42085-3836-20850-43367-110245,8819-27879-13762-23233-2628-25496-13503-20512,21266-16653-34567-21533-3323-20805-12164-8576,4832-10767-7527-5661-1266-8100-7635-4953,3001-9796-3508-5460-494-2176-4652-3320,easy,yes
2325632-3205594-162318-1921796-336720-139240-63061-399607,223586-147465-7423-117340-72702-46220-85642-233459,43252-52794-2148-65818-70564-5699-12765-92482,110463-81158-3721-41947-72545-9470-19361-56134,49062-29755-2314-11622-16370-15129-10461-31158,25068-35758-853-17437-12226-6100-4744-25926,9019-26031-378-3795-7365-3628-2104-3644,4734-3159-101-1868-3643-1539-1162-6379,easy,yes
157299-1422850-787969-1838655-608745-1295168-1323707-475217,17364-300712-71546-50298-13973-168974-54629-95174,3916-15153-21026-7191-6866-92453-21824-17998,19243-26326-9670-21028-4868-55110-5955-24588,5647-10336-8770-2833-3386-44669-3145-9334,6657-39860-9187-11761-3679-10076-4537-5756,4005-8631-3094-3178-837-4276-2538-2652,1257-3561-1565-672-1231-7512-1426-1706,easy,yes
1119210-936947-447005-222005-224814-254804-1486560-2591457,118585-16105-56852-23499-55783-33716-145570-637945,67053-15617-5195-30146-23680-3784-141459-63849,80571-7044-9061-15787-4429-3673-38186-53260,23664-4435-5104-4660-10043-2962-29999-44530,23358-6809-3269-3929-2986-2887-29953-35949,8814-1868-2023-2819-2036-518-5825-7771,5426-2019-883-378-402-651-2604-11635,difficult,no
333453-1957040-1649881-646330-1067922-1679320-868442-676947,43266-80125-260625-23157-174566-546007-102462-83608,22445-153941-78367-7512-63398-183212-131411-101621,12579-134783-34468-28197-15922-226551-39217-62511,3445-12235-27201-6399-43800-172536-20527-22070,6015-23926-20490-4028-9990-66119-18774-20640,2768-18229-6747-3402-2865-12881-7234-6309,2315-11011-3984-1790-5627-21600-10826-4847,easy,yes
334029-1911881-1705320-99060-47681-1645581-190520-804609,29955-50128-109410-38620-91365-316602-46335-20470,16839-6495-3804-2356-41139-527441-3296-4795,3748-9049-9431-3655-36999-187542-18621-7401,4251-8841-13908-3150-13186-50931-4883-20221,3430-5726-10936-1967-3586-44703-8402-6809,6350-3460-9889-799-2100-98200-1937-3419,6623-1449-7932-796-1873-29824-1249-1402,easy,yes
497642-1814727-850448-443583-773595-275270-444628-90276,411379-204888-77481-121624-1013045-551179-135969-67183,53225-85476-9588-95298-87107-155182-38874-4552,45637-40248-9190-67470-136084-53679-16594-12240,24760-27989-6730-18069-15435-19360-18547-3183,61437-23797-5776-25586-39977-20310-9399-1556,61002-23595-3098-11197-60212-17289-11316-1575,16903-12464-2641-11156-15411-10716-5637-686,easy,yes
345108-531752-628973-399759-1279472-134071-45324-361091,77311-509024-32968-80863-217993-141085-11438-178414,41938-35330-29563-33510-175509-6363-6322-42861,18848-173724-47473-9821-28319-22047-6115-6960,8339-47554-12333-6669-49252-14095-2636-10545,15070-29705-5841-7907-25136-8119-1705-13871,5278-35133-2216-4028-22905-2394-1088-3164,6617-15890-1040-1091-8384-1771-405-2795,easy,yes
184036-37931-657171-1034180-168834-2192905-196391-196391,20207-447377-275347-188883-64350-879867-45012-45012,6030-34950-128713-16005-18145-94653-12487-12487,2097-58593-97385-27863-13852-375520-26150-26150,3466-25546-36129-17389-6657-109120-8128-8128,1474-31618-63070-12046-6069-111686-5295-5295,1073-11952-14503-3287-2393-84591-5591-5591,996-7717-8644-2460-1614-25970-1058-1058,easy,no
408271-483718-175350-731741-1176101-1493040-616698-3376144,676479-359250-98929-36986-194208-199187-52028-1974426,138231-125997-22778-5097-18226-110090-15461-79564,112927-70513-10416-23616-63370-72288-7436-338107,50781-47813-9434-10434-45799-57795-5771-248497,21126-24461-6035-9504-14789-12976-10794-116533,5849-19939-5975-8399-13356-7883-3215-67354,4109-13935-1282-6012-12216-3760-3170-22113,easy,yes
163195-464256-397098-906632-269235-398969-626032-664828,85313-57931-120227-18267-258483-151725-60957-1292337,13824-22297-31512-19371-60356-41418-8874-136274,10235-15756-10968-23271-55006-131702-23590-615500,5578-6880-3666-11212-40515-48909-4688-146719,6553-7486-5843-2551-13231-15551-5557-64330,5691-3554-11731-2370-7364-5765-1578-112832,1753-1744-3508-731-2542-2439-1704-31517,difficult,yes
239133-874711-402511-962146-1657479-859236-1070187-538776,163308-25684-52668-44018-157814-281233-114986-62309,37553-19678-15200-27277-58894-100132-49350-22761,12010-8861-16879-5447-36624-33784-26595-12745,7191-8653-3981-17978-36384-59320-41520-10332,5590-7741-5778-7273-28200-27437-16080-6448,3765-7164-1347-1054-14394-15962-14059-2930,1271-3270-2654-1100-4308-3905-2634-997,easy,yes
526891-75390-698202-1948241-1228697-1296041-1327906-420570,127142-82822-674406-206094-1588638-97945-102326-40716,89931-24207-106587-28878-183111-107167-203336-9241,47739-19553-45968-49221-184829-91114-38222-9290,56784-3807-45000-20516-273973-50484-56167-11461,20994-12730-23211-43859-55126-14613-20307-13959,22055-6695-15562-9936-50688-12854-9020-7438,15631-1549-9659-2763-22861-3167-3790-3450,easy,yes
634969-2219292-2015017-610353-680781-1252748-245042-452032,222059-130371-181496-134101-5945-297515-57823-210905,135459-146560-68435-89875-17970-116582-37901-29971,52267-217953-81776-51705-23757-34296-9851-29773,47887-22546-50829-23733-5029-65333-9074-54724,45323-32124-24160-12723-5719-20588-5279-22132,12486-66178-12614-16174-2484-19418-3910-6408,13404-19562-12829-4148-1605-2313-2237-15809,difficult,no
