delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
10843-34264-67603-429649-1569242-120311-83338-105280,13413-80672-30582-64754-79529-9535-7320-30723,20520-37964-3140-617-21232-3055-3263-12222,11742-8898-14352-8662-4710-764-4207-6809,7868-14673-20575-2984-9414-1428-2310-6304,8524-17345-8400-2312-9741-1561-1513-9558,12187-5911-5224-560-2699-1361-471-2730,6834-2262-3386-1317-1071-927-311-2817,difficult,yes
1388297-1156677-1279307-150454-442020-80870-202497-12304,103953-631906-22746-129752-10376-31774-11680-56786,51686-122099-1094-75758-4461-34597-962-5411,44367-187280-2263-19972-2318-14420-1165-12373,7805-87120-2430-4535-1516-8535-757-1180,8922-14302-2713-7894-1661-8817-1837-12799,4854-3332-1221-2217-476-2984-1076-10954,4646-4138-173-3316-577-3619-1477-7601,difficult,no
11435-96497-39918-32694-59460-63529-4699-66108,9188-37034-67040-38532-21234-76841-2057-24674,5958-11939-18604-4857-1046-13256-1596-768,18101-4856-3871-2912-949-8139-3124-2810,2774-2043-2480-7611-14422-3037-8020-563,10687-2118-3006-17855-2320-9685-1074-1130,2420-1535-991-3101-524-4568-252-301,4162-1177-1157-5494-585-3576-817-205,difficult,no
26036-272421-452352-86537-70339-44690-73788-1796,19119-31377-19485-33650-33983-35319-57193-1503,9412-729-3192-5468-7684-7999-5523-380,10352-7644-6210-10915-6080-2944-757-858,12263-2905-7109-3869-9023-1233-3382-1333,7807-2339-6224-8791-4420-2618-1431-2188,12432-5389-13882-1705-917-1111-1037-537,5587-3222-4676-500-606-908-1468-1347,difficult,yes
115855-665138-258983-16747-15345-37570-89987-410935,27752-24183-53721-12755-15115-53092-57202-143234,4559-5467-11504-3534-4006-4993-15810-23232,9495-5565-8053-8179-13499-2254-2741-49150,4890-1788-2268-2156-3585-4531-4572-10602,2792-2986-2330-7699-3990-2057-1943-9997,1156-1336-999-617-1915-986-1174-4073,1124-1031-416-750-4382-959-1072-4166,difficult,yes
23114-33299-116393-21333-31004-5519-23174-3468,7444-19090-30314-6204-4673-20134-71925-4784,2480-2416-3561-3175-4775-3044-18627-2018,3900-2387-2314-3650-2640-5527-9891-5065,1131-5451-3860-1970-2727-9897-4343-3549,2931-2413-1216-4148-3304-8387-19771-6065,1344-740-3161-1753-970-5848-4023-2500,588-789-425-703-769-4457-3320-3656,difficult,no
215987-326900-158027-118051-22584-800749-74011-3498,179069-211259-4949-23146-62270-469282-46518-8374,20729-20329-3442-19577-25864-97738-36771-4158,6058-29281-3165-7617-17920-24972-9655-7844,2120-5270-1822-14798-11668-27546-8020-7133,1922-26583-3249-15761-14025-6614-5927-5590,3445-24926-4132-5518-5800-9420-2653-5228,1616-7668-2380-5010-10145-7146-4166-2784,difficult,no
448111-298015-217248-325827-429257-131415-32329-25043,167172-19043-39110-298525-89068-51782-19103-12765,36996-6207-7689-65839-24510-7985-8060-3171,24759-4519-17492-68897-37563-27801-6152-4313,41053-2039-10809-38886-8943-5107-3921-4217,18012-1285-8856-28186-15915-4144-1401-5028,10250-1596-5965-25172-8673-2424-1293-4189,4907-563-2093-8713-2290-1073-847-3090,difficult,no
52471-408307-16290-53311-1746050-57658-100371-173951,9631-26280-3951-17787-55930-17713-7821-13521,1185-12410-1849-1721-14223-2181-848-3545,6776-5320-2132-1642-15669-449-4882-7625,2299-6851-3523-1673-4837-1984-2128-2492,4429-3553-3248-1729-12506-648-2988-13395,2273-2519-3026-370-7692-361-823-4725,1746-1632-681-672-10399-357-1556-3849,easy,no
3644-93757-1997654-55805-1625397-1429396-591401-145383,4975-27982-179418-16764-21806-234987-62676-28632,3902-7042-50453-641-16394-43703-25755-5256,4238-3301-34166-1295-3335-34219-18164-4627,6244-1219-68218-2082-1309-23389-15430-7450,10391-721-34975-1688-7210-24962-9299-5243,3598-638-16361-810-3590-5715-6315-2911,1335-271-4209-568-1924-1712-5511-2493,difficult,yes
144622-1136736-682947-950279-971335-66207-613802-1759523,6434-229825-48273-78766-57699-7837-46260-210415,1234-82188-11739-3122-5408-1737-8217-82098,2496-19982-22019-3004-22057-2237-18152-25868,2159-20644-6058-6106-11299-1209-8189-21477,760-25487-4192-2988-14649-1050-6747-20836,528-15450-3059-3281-4548-1059-5133-9770,231-11169-1354-1789-2069-250-1621-2454,difficult,no
274604-1355606-125862-63739-50608-38720-133470-23136,18809-35418-11100-52205-3070-51420-32232-20761,11670-30917-2491-23591-525-17606-2442-10473,11214-22798-1637-9109-691-5389-3535-8447,6448-16200-3967-4999-1043-18878-1852-2931,13950-20244-2502-22528-1179-12140-4791-2112,2475-7676-1424-13402-482-5327-3744-2814,5211-10767-965-3661-526-3028-1589-3272,difficult,no
2925-156913-60974-563564-144239-506765-180906-80807,5197-100471-56253-36537-35905-55876-14914-41271,4538-10277-2452-3134-14157-6855-5283-1818,3198-6558-4998-5930-2525-10347-6000-10318,3618-2254-5914-949-3182-2308-1236-7705,12280-3908-2770-1163-3945-1888-1267-1740,6996-1016-1532-305-783-2210-576-2317,2326-999-1091-355-294-714-259-1261,difficult,yes
92824-131569-288340-99404-152379-38314-39390-40441,25721-101429-126170-82124-35662-16164-33082-32519,2627-26478-50546-996-12584-6164-34611-2827,4274-10882-42493-9619-4568-2138-16417-7080,4429-19790-22434-3229-1461-1483-11704-2566,8050-20745-13519-2694-3393-3214-9333-4124,2333-29055-5392-2369-2373-2094-6118-3850,3929-10155-8334-1344-1639-1505-9026-1833,difficult,no
60408-48814-14459-181484-15600-235091-109902-12521,19986-23411-14475-41918-6223-7436-39083-12860,4189-6370-2405-1801-22400-1312-8777-1719,1937-4222-11629-22887-8844-6999-14558-1166,1156-3907-4844-2803-6112-5562-7874-1661,3619-2667-17987-4864-12495-4471-13072-2447,1688-3658-10119-1056-3490-1447-5986-1292,534-1601-6771-2324-4704-896-8328-1335,difficult,yes
133408-58396-35337-11582-368293-62508-93875-22240,3213-30259-104490-3827-35933-41007-45676-23402,1686-14764-14065-3963-52946-2375-2920-10096,2094-14471-3738-5958-91018-11078-5758-2766,2477-10240-2669-5298-36536-3935-3240-4017,1995-18369-4860-2090-15831-3052-3072-3800,1620-8833-1674-3739-2682-2452-3606-1039,1609-11207-1388-866-9265-898-1574-2013,difficult,yes
2610160-284196-27459-807852-37561-450784-282628-201317,98707-34611-63866-30349-14895-67591-10509-38208,24899-5929-2300-33455-9623-6464-1535-15265,28453-7687-3366-47961-2934-41765-2255-2986,35292-1451-2777-9044-5655-7445-5211-5041,15655-2255-3592-19903-12222-12309-6279-7294,3632-2464-2052-16049-4494-4553-1010-7105,1183-1790-1420-7392-3932-4389-1563-5618,difficult,no
