delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
1116503-1377077-47474-25600-30670-65100-31038-1694,50230-139478-15064-1360-15725-80232-2015-5254,8401-10878-15028-917-21341-13884-21891-1338,7093-13553-593-2220-17007-17035-10693-1251,23798-18994-17155-1791-17582-14044-26842-14743,105363-102848-51162-11749-49942-30412-50747-44620,51467-43147-30200-6205-18990-18246-12337-11866,6036-15518-8315-2854-6785-28313-8649-3412,easy,yes
10624-4118-114539-5177-105367-8529-2357-4001,5246-401-19375-1401-9869-853-6511-6617,3633-86-891-2909-3892-823-3757-4664,5071-807-966-810-2779-3234-4075-6735,6080-9762-8604-2785-14242-2914-6803-9000,9343-7316-32878-4519-41363-11169-29555-20596,4431-3265-13257-3881-27234-1981-11418-7839,2001-4981-5543-2102-6752-3081-6452-10673,easy,yes
82468-1504290-179038-1592797-240344-614127-139259-782991,108670-144507-11979-46633-398648-40231-9131-404147,24550-150204-4523-52771-75760-1388-4511-44333,18289-15230-3644-12138-7686-2435-7343-12603,4959-86560-2051-7148-25391-3564-5083-30793,5116-35412-1673-14776-18428-6833-10645-48516,1844-15543-2259-30677-16679-2562-4609-14801,1730-11260-666-12391-7663-971-5587-9888,difficult,no
741541-533204-264757-822032-1423961-42627-62827-200338,311646-85097-60225-172632-480418-8908-5322-2718,24177-22606-36755-165084-29783-1432-3181-10223,34686-11331-24607-51913-104582-1011-3225-4184,10263-5998-8296-126804-180924-3515-1958-4437,30478-13921-17697-177734-48552-3252-4338-3598,16162-16342-30268-41643-36649-1782-930-1640,27036-7787-6175-33614-30807-948-1104-1515,easy,yes
202965-307943-161774-241482-1324066-140699-45151-160517,16413-15572-6035-31755-246673-15555-85388-24717,4450-4878-1062-2847-35675-5908-5454-17788,2571-6448-2668-12980-50395-1863-5306-4916,3054-2283-927-13915-39199-2673-10953-3933,9912-10360-4565-3188-34890-1096-5301-12073,5540-4474-1009-4142-14945-612-2376-3365,3148-1432-1106-4673-15742-329-1150-3772,difficult,yes
431634-232497-2947-78943-34334-53872-30402-42323,88407-53312-3941-33938-9458-4961-32343-7504,6946-34342-371-6398-1737-2650-13753-3469,18760-29013-1268-10535-5460-2043-5528-4949,9591-63597-1561-5789-1425-1469-9636-2163,28761-24415-11940-23464-7733-1463-19076-16593,6032-18148-1049-5936-4016-925-22810-2277,37610-5145-1892-4929-2176-540-5733-2624,easy,yes
16069-110182-244941-152473-49764-310669-21772-90201,6340-12571-133140-24602-31085-41157-46080-2876,2112-5570-8266-2676-14072-6161-30770-10283,6914-7659-5400-5245-8070-4003-18243-8900,4746-5719-7545-1972-15623-3480-14297-2259,3690-3547-8952-5323-15718-3736-43530-6776,2550-2922-887-1598-4489-2095-15100-11780,2118-1826-753-341-5763-1000-9216-2276,easy,yes
73725-86847-11519-74073-8286-92642-134121-162423,15869-26880-14808-29047-12895-12043-44830-20995,5761-3032-14379-22747-4128-4165-12056-14462,5230-24221-13941-4558-3498-8391-14057-7999,7922-11779-6198-10019-8831-8278-34031-5188,10198-47984-53854-40892-8579-7818-37169-13588,6282-14284-14459-15593-2406-5334-18112-4836,5545-8406-4668-4435-1283-711-7408-1204,difficult,no
90514-334767-490202-271862-1229963-248721-339529-276501,7464-193703-189510-78031-210031-123218-62593-64405,8740-83973-22914-19939-22557-12573-8135-541,919-11940-5743-2281-26089-22889-11481-10147,5153-16049-14508-22517-27933-8220-6410-9353,4730-29309-20149-7585-39922-8650-36755-8290,3194-11413-726-13393-53751-4315-9176-8677,3168-8497-572-3811-26068-2346-10084-4323,easy,yes
54713-135956-1685766-90534-201436-299248-1669594-1776976,104959-51008-143596-14389-16895-39362-99826-92014,6554-6003-35070-9981-11364-12188-8595-24569,15084-11424-50135-2455-8095-39050-5197-24608,13404-4071-24787-3972-4337-25166-8333-36424,17962-5840-9086-916-4833-27424-11630-39544,16806-3983-3677-141-690-17158-3022-6765,16958-1160-816-142-1327-6297-2796-4689,easy,yes
279186-129829-227364-119898-636679-38264-362853-87812,534850-15127-96295-23359-182529-12272-54658-39545,49752-5180-3078-5673-53419-4207-9524-11462,23554-3813-10121-14856-51425-6009-10486-35686,11720-4519-6604-3022-17069-1944-5473-18087,26059-9276-10550-11223-29795-7540-4452-19516,6389-1987-5883-2559-12724-11453-2729-12444,4550-1511-1332-1381-26725-2320-1955-5201,difficult,no
19251-35775-107059-139037-113812-1212949-39767-85059,27841-31457-11252-27432-31292-97485-37410-7302,1341-9172-9963-39779-5978-4932-9839-2896,5200-2165-2744-6207-6913-10996-16991-1347,8674-2223-1386-10341-10047-7748-12737-1699,17870-5719-750-17761-9236-4248-11839-1856,21420-2035-391-13023-5546-2800-9458-1003,7552-1969-255-3661-2064-2848-13091-973,easy,yes
